Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Mendon Presbyterian Church,Monroe,12/23/2005,04NR05345,-77.5067461989,42.9980697288,POINT (-77.5067461989 42.9980697288)
Brick Church Complex,Rockland,09/07/1984,90NR02406,-74.064546887,41.1404326609,POINT (-74.064546887 41.1404326609)
First Presbyterian Church Complex,Cortland,03/06/2002,02NR01889,-76.177231286,42.5998669947,POINT (-76.177231286 42.5998669947)
Tousley-Church House (DAR House),Orleans,02/05/2002,01NR01835,-78.1929526247,43.2525187302,POINT (-78.1929526247 43.2525187302)
First Baptist Church of Fairport,Monroe,09/28/2006,06NR05641,-77.4424514527,43.0988346101,POINT (-77.4424514527 43.0988346101)
"Sage, Russell, Memorial Church",Queens,09/22/1986,90NR01591,-73.747089895,40.6096687939,POINT (-73.747089895 40.6096687939)
St. Paul's Evangelical Lutheran Church,Albany,11/02/2016,16NR00057,-74.1406686294,42.6262229159,POINT (-74.1406686294 42.6262229159)
First Methodist Church of Lansingburgh,Rensselaer,06/23/2016,16NR00020,-73.6751299773,42.7756900498,POINT (-73.6751299773 42.7756900498)
St. PeterΓÇÖs Protestant Episcopal Church,Kings,11/08/2021,21NR00037,-73.9846687252,40.6879267106,POINT (-73.9846687252 40.6879267106)
Rockdale Community Church,Chenango,10/05/2005,05NR05452,-75.4078568863,42.3776996428,POINT (-75.4078568863 42.3776996428)
Fenner Baptist Church,Madison,01/24/2002,01NR01828,-75.7874919152,42.9690919228,POINT (-75.7874919152 42.9690919228)
North Ridge United Methodist Church,Niagara,12/31/2002,02NR04985,-78.8277306999,43.2124147712,POINT (-78.8277306999 43.2124147712)
Otsdawa Baptist Church,Otsego,03/06/2002,02NR01885,-75.173120005,42.4865337207,POINT (-75.173120005 42.4865337207)
United Church of Canastota,Madison,05/23/1986,90NR01437,-75.753555885,43.078553541,POINT (-75.753555885 43.078553541)
John Street Methodist Church,New York,06/04/1973,90NR00754,-74.0081475112,40.7091047776,POINT (-74.0081475112 40.7091047776)
Our Mother of Good Counsel Roman Catholic Church Complex,Erie,12/21/2020,20NR00087,-78.8229809926,42.798029574,POINT (-78.8229809926 42.798029574)
St. Nicholas Episcopal Church (Zion Memorial Chapel),Dutchess,02/27/1987,90NR00318,-73.9495188052,41.5886866474,POINT (-73.9495188052 41.5886866474)
Nelson Welsh Congregational Church,Madison,08/06/1993,93NR00504,-75.754939578,42.902086539,POINT (-75.754939578 42.902086539)
Grace United Methodist Church,Hamilton,02/12/2015,14NR06592,-74.3658573661,43.5009976714,POINT (-74.3658573661 43.5009976714)
Reformed Church of Melrose,Bronx,05/15/2017,17NR00002,-73.9136245168,40.8204703409,POINT (-73.9136245168 40.8204703409)
Saint James Episcopal Church,Washington,01/07/1998,96NR01031,-73.5847344776,43.2677976115,POINT (-73.5847344776 43.2677976115)
Middlesex Center Methodist Church,Yates,08/24/1994,94NR00693,-77.2698362039,42.7072289933,POINT (-77.2698362039 42.7072289933)
Trinity Episcopal Church,Herkimer,06/10/1993,92NR00387,-74.9110355085,43.1356758687,POINT (-74.9110355085 43.1356758687)
Trinity Episcopal Church,Greene,12/06/1996,96NR01068,-74.2975929108,42.2983547417,POINT (-74.2975929108 42.2983547417)
Edgehill Church of Spuyten Duyvil,Bronx,10/29/1982,90NR00066,-73.9204403799,40.8803058957,POINT (-73.9204403799 40.8803058957)
St. Thomas' Episcopal Church Complex,Westchester,08/12/2003,02NR04963,-73.7346812989,40.9481106184,POINT (-73.7346812989 40.9481106184)
Palatine Church,Montgomery,01/25/1973,90NR01539,-74.6282074487,42.9689844475,POINT (-74.6282074487 42.9689844475)
Second Baptist Church of Wayne,Schuyler,12/10/2014,14NR06590,-77.1026559629,42.4713720765,POINT (-77.1026559629 42.4713720765)
Sts Peter and Paul Orthodox Church Complex,Erie,08/10/2015,14NR06616,-78.8069987051,42.8859593984,POINT (-78.8069987051 42.8859593984)
Pine Grove Community Church,Lewis,08/20/2009,08NR05960,-75.3769379181,43.7520338221,POINT (-75.3769379181 43.7520338221)
Second Reformed Dutch Church of Kingston,Ulster,12/28/2001,01NR01820,-74.0176480344,41.9315480063,POINT (-74.0176480344 41.9315480063)
Church of the Holy Apostles,New York,04/26/1972,90NR00686,-73.9988194816,40.7492793372,POINT (-73.9988194816 40.7492793372)
Presbyterian Church of Atlanta,Steuben,02/17/2010,09NR06057,-77.4732384782,42.5532974872,POINT (-77.4732384782 42.5532974872)
Methodist Episcopal Church of Windham Center,Greene,04/27/2009,08NR05918,-74.2482544943,42.3086248861,POINT (-74.2482544943 42.3086248861)
Church of St. Andrew (Episcopal),Richmond,10/06/2000,94NR00546,-74.1474015222,40.5727843167,POINT (-74.1474015222 40.5727843167)
Grace Church,Oneida,05/23/1997,97NR01179,-75.230924151,43.1008319452,POINT (-75.230924151 43.1008319452)
First Congregational Church,Franklin,06/06/1991,90NR02941,-74.2872957455,44.8489879949,POINT (-74.2872957455 44.8489879949)
Petersburgh Unite Methodist Church,Rensselaer,01/02/2004,03NR05069,-73.3449858387,42.7524666663,POINT (-73.3449858387 42.7524666663)
Grace Episcopal Church,Orange,11/29/2010,05NR05543,-74.4198652281,41.4467316717,POINT (-74.4198652281 41.4467316717)
Methodist Episcopal Church of Jacksonville,Tompkins,11/30/2018,18NR00062,-76.6144705893,42.5090960727,POINT (-76.6144705893 42.5090960727)
Norway Baptist Church (former),Herkimer,06/29/2007,06NR05689,-74.9527021049,43.207286389,POINT (-74.9527021049 43.207286389)
St. John's Episcopal Church,Jefferson,09/27/1985,90NR01179,-76.3350722047,44.1248964753,POINT (-76.3350722047 44.1248964753)
Gallupville Methodist Church,Schoharie,05/30/2001,01NR01783,-74.2339117122,42.6624526724,POINT (-74.2339117122 42.6624526724)
First Reformed Church,Albany,01/21/1974,90NR01639,-73.750727974,42.6535940222,POINT (-73.750727974 42.6535940222)
First Congregational Church of Middletown,Orange,12/07/2005,05NR05466,-74.4188839301,41.445755941,POINT (-74.4188839301 41.445755941)
Wells Baptist Church,Hamilton,09/01/1988,90NR00581,-74.2872084418,43.4005448789,POINT (-74.2872084418 43.4005448789)
Our Lady of Lourdes Roman Catholic Church,New York,,94NR00529,-73.9481876609,40.8232246161,POINT (-73.9481876609 40.8232246161)
Christ Episcopal Church,Delaware,05/18/1999,90NR03175,-75.1286748475,42.1697639712,POINT (-75.1286748475 42.1697639712)
St. Paul's Episcopal Church,Rockland,07/02/2008,07NR05798,-74.0459208263,41.1089532048,POINT (-74.0459208263 41.1089532048)
First Presbyterian Church (Old Whaler's Church),Suffolk,04/19/1994,94NR00590,-72.293741286,40.9974459354,POINT (-72.293741286 40.9974459354)
Trinity Church,Rensselaer,05/01/1995,95NR00817,-73.6750268166,42.7746893863,POINT (-73.6750268166 42.7746893863)
Grace Episcopal Church Complex,Queens,09/08/1983,90NR01584,-73.8013574636,40.7040457451,POINT (-73.8013574636 40.7040457451)
St. Peter's Episcopal Church,Westchester,04/12/2006,05NR05443,-73.6666310514,41.0015947354,POINT (-73.6666310514 41.0015947354)
Guilford Center Presbyterian Church,Chenango,09/24/2004,04NR05223,-75.464247703,42.4062910045,POINT (-75.464247703 42.4062910045)
Second Baptist Church of Dover,Dutchess,08/30/2010,10NR06140,-73.5785608318,41.7409725522,POINT (-73.5785608318 41.7409725522)
Indian Castle Church,Herkimer,02/18/1971,90NR00583,-74.7775813479,43.0027130071,POINT (-74.7775813479 43.0027130071)
First Presbyterian Church of Watkins Glen,Schuyler,12/23/2019,18NR00014,-76.8705246136,42.3803054978,POINT (-76.8705246136 42.3803054978)
First Unitarian Church,Monroe,09/02/2014,14NR06548,-77.5563427453,43.1408343605,POINT (-77.5563427453 43.1408343605)
Church of the Ascension (Protestant Episcopal),New York,12/23/1987,90NR02844,-73.9957188764,40.7337740278,POINT (-73.9957188764 40.7337740278)
"First Presbyterian Church and Pintard, Lewis, House",Westchester,09/07/1979,90NR02483,-73.7852312436,40.9046395273,POINT (-73.7852312436 40.9046395273)
Trinity Church and Graveyard,New York,12/08/1976,90NR00933,-74.0120561574,40.7081559711,POINT (-74.0120561574 40.7081559711)
Trinity Memorial Church,Broome,11/19/1998,98NR01412,-75.9193505627,42.0996036397,POINT (-75.9193505627 42.0996036397)
Duane Methodist Episcopal Church,Franklin,08/09/1991,91NR03364,-74.2624749403,44.6595076342,POINT (-74.2624749403 44.6595076342)
Bridgehampton Presbyterian Church,Suffolk,02/14/2017,16NR00120,-72.3027612015,40.9355664864,POINT (-72.3027612015 40.9355664864)
Church of the Nazarene,Essex,06/19/1973,90NR00466,-73.4015824019,44.301853896,POINT (-73.4015824019 44.301853896)
Fly Creek Methodist Church,Otsego,08/08/1996,96NR01042,-74.9828323514,42.7193211886,POINT (-74.9828323514 42.7193211886)
First Congregational Church of Otto,Cattaraugus,02/12/1999,99NR01433,-78.827660819,42.3554357775,POINT (-78.827660819 42.3554357775)
Reformed Dutch Church of Rensselaer in Watervliet,Albany,10/03/1985,90NR02786,-73.7590121971,42.7481058687,POINT (-73.7590121971 42.7481058687)
First Presbyterian Church of Highland Falls,Orange,11/23/1982,90NR02328,-73.9649451091,41.371609301,POINT (-73.9649451091 41.371609301)
St. John's Episcopal Church,Ontario,11/07/1978,90NR02008,-77.0576908129,42.956609851,POINT (-77.0576908129 42.956609851)
Christ Episcopal Church,Ulster,11/10/2010,08NR05879,-73.9716184248,41.6004182612,POINT (-73.9716184248 41.6004182612)
St. Paul's Church National Historic Site,Westchester,10/15/1966,90NR02478,-73.825726436,40.8928512261,POINT (-73.825726436 40.8928512261)
Hamilton Union Presbyterian Church,Albany,11/10/1982,90NR01630,-73.9087669237,42.7036626368,POINT (-73.9087669237 42.7036626368)
Hague Baptist Church,Warren,10/29/2020,20NR00070,-73.5005571683,43.7465540593,POINT (-73.5005571683 43.7465540593)
Methodist Episcopal Church,Warren,02/17/2010,09NR06078,-73.9298301156,43.4255994117,POINT (-73.9298301156 43.4255994117)
Former Reformed Mennonite Church,Erie,07/03/2003,02NR04911,-78.7595890201,42.9608345512,POINT (-78.7595890201 42.9608345512)
Greenville Presbyterian Church Complex,Greene,03/28/1985,90NR00541,-74.0226329655,42.4162504712,POINT (-74.0226329655 42.4162504712)
St. Paul's Lutheran Church,Greene,07/06/2005,04NR05384,-74.1510930168,42.4078863939,POINT (-74.1510930168 42.4078863939)
Leon United Methodist Church,Cattaraugus,11/22/2000,00NR01685,-79.0170088357,42.2933077085,POINT (-79.0170088357 42.2933077085)
Spencerport Methodist Church,Monroe,04/11/2008,07NR05757,-77.8020664691,43.1929954638,POINT (-77.8020664691 43.1929954638)
Saint Paul's Episcopal Church,Jefferson,06/28/1996,96NR00946,-75.9679433183,44.1906180854,POINT (-75.9679433183 44.1906180854)
Sea and Land Church,New York,04/09/1980,90NR00654,-73.9948047633,40.7132216795,POINT (-73.9948047633 40.7132216795)
Calvary Presbyterian Church,Richmond,11/21/2002,02NR04980,-74.1126849324,40.6350626781,POINT (-74.1126849324 40.6350626781)
Church of the Holy Transfiguration,Ulster,12/09/2005,03NR05098,-74.1213445974,42.061755244,POINT (-74.1213445974 42.061755244)
St. Cecilia's Church and Convent,New York,02/02/1984,90NR00617,-73.9472705502,40.7923604779,POINT (-73.9472705502 40.7923604779)
Church of the Transfiguration,Hamilton,07/26/1977,90NR00575,-74.4317520863,43.8594844213,POINT (-74.4317520863 43.8594844213)
Saint James' Episcopal Church,Genesee,09/24/2004,03NR05191,-78.1754853646,42.9972434576,POINT (-78.1754853646 42.9972434576)
Church of St. Joseph of Arimathea,Westchester,01/11/2002,01NR01832,-73.8298811451,41.0435531259,POINT (-73.8298811451 41.0435531259)
Unitarian Universalist Cobblestone Church,Cortland,07/01/1993,93NR00455,-76.1776990478,42.6016963818,POINT (-76.1776990478 42.6016963818)
Union Church of Pocantico Hills,Westchester,05/06/2002,02NR01899,-73.8322327225,41.0957095902,POINT (-73.8322327225 41.0957095902)
First Baptist Church of Weedsport,Cayuga,12/31/2002,02NR05005,-76.5620735611,43.0476076147,POINT (-76.5620735611 43.0476076147)
First Presbyterian Church of Chester,Orange,01/07/1998,97NR01267,-74.2778551157,41.357089741,POINT (-74.2778551157 41.357089741)
First Congregational Church,Tioga,07/02/1984,90NR02232,-76.1881465722,42.3017291902,POINT (-76.1881465722 42.3017291902)
United Methodist Church of St. Paul and St. Andrew Complex,New York,,91NR00273,-73.9772922524,40.788984694,POINT (-73.9772922524 40.788984694)
St. Paul's Episcopal Church Complex,Suffolk,06/22/1995,95NR00786,-73.0082328762,40.7645991129,POINT (-73.0082328762 40.7645991129)
First United Methodist Church,Fulton,02/20/1998,97NR01250,-74.346181809,43.0520538932,POINT (-74.346181809 43.0520538932)
St. John's Episcopal Church,Westchester,01/31/2017,16NR00097,-73.7874909916,41.1347776262,POINT (-73.7874909916 41.1347776262)
