the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.95733796269884 40.74768258835612, -73.95742505075852 40.747656389729826, -73.95766474255181 40.74724542392258, -73.95756903515046 40.74718988959287, -73.95768337951883 40.747211988663956, -73.95789220714873 40.74726551385577, -73.95755416735751 40.74773937311991, -73.95743602202647 40.747699426282765, -73.95743362441624 40.747701092234024, -73.95733796269884 40.74768258835612)))",1375,QN,21,120,4-09 47th Road,4000210120,Pepsi-Cola Sign,LP-01653,"Borough of Queens Tax Map Block 21, Lot 120.",Designated,,04/12/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1653.pdf,577.342770808,10530.6757822
"MULTIPOLYGON (((-74.00517335770968 40.71570722591124, -74.00525157948903 40.71561480030169, -74.00559146122261 40.7157701052026, -74.00551394393834 40.71586282727532, -74.00517335770968 40.71570722591124)))",1383,MN,151,29,315 Broadway,1001510029,315 Broadway Building,LP-01756,"Borough of Manhattan Tax Map Block 151, Lot 29",Designated,,06/28/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1756.pdf,300.120876667,4403.69802668
"MULTIPOLYGON (((-73.98074812207516 40.70142946792398, -73.98068064252769 40.70166368067052, -73.98062318291457 40.70186311278603, -73.98014284360195 40.70183200738485, -73.97984812682688 40.702196468962285, -73.97979951110955 40.70225659121877, -73.97785773474436 40.70194591496191, -73.97729860911221 40.704226282731014, -73.97721129855582 40.704212974827094, -73.9772618629473 40.70403959221165, -73.97736074922503 40.703694532931245, -73.97751215483349 40.703196752530424, -73.97736083949566 40.70313951966043, -73.97729538401646 40.70318930776889, -73.97713562583618 40.703005580751544, -73.97630201598929 40.70465865792178, -73.97623864883326 40.704775643824085, -73.97596096383167 40.7047155067361, -73.9760304279829 40.704574896433456, -73.97692749188667 40.70279781996753, -73.97665295161057 40.70251053646038, -73.97657502941989 40.70245242050563, -73.97615937249799 40.70217128001058, -73.9755345647821 40.70304280922025, -73.9753298736256 40.70295192460425, -73.9759476213369 40.70201199663994, -73.97600587881652 40.70194613365285, -73.97589598073901 40.701900470946846, -73.97581234483692 40.70189450462004, -73.97559301749975 40.70181378866331, -73.9756108694717 40.70179681419585, -73.97550083202358 40.70175830925124, -73.97540348187961 40.70191114678353, -73.97455023324495 40.701590343020946, -73.9758043395392 40.69974119768186, -73.97580602681545 40.69973137344896, -73.9758077129074 40.69972155101685, -73.97580771538664 40.69971471883165, -73.97580771786588 40.6997078866465, -73.9758071605884 40.69969806284224, -73.9758066044941 40.69968823993876, -73.97580548174035 40.699681405716014, -73.97580324054161 40.69967542764516, -73.97580212015488 40.699668593422835, -73.9757998804506 40.69966175986569, -73.97579763807086 40.69965577909296, -73.975794273134 40.699648946199545, -73.97579203075416 40.6996429681282, -73.97578866432589 40.69963698711885, -73.97578530026435 40.69963100701035, -73.97578081452059 40.69962502576526, -73.97577744809364 40.6996190465566, -73.97577296235038 40.69961306801273, -73.97576623299123 40.69960452433763, -73.97575837809075 40.69959683501115, -73.97574996487245 40.6995887187237, -73.97574154897852 40.69958145792166, -73.97573593888254 40.699576330123314, -73.97572920560987 40.69957205937547, -73.97572359788141 40.69956693337801, -73.97571686461109 40.699562660828434, -73.97570564405244 40.699556679960224, -73.97569554636152 40.69955069752707, -73.97568432431227 40.69954557034204, -73.97567310313636 40.69954129684163, -73.97566524787857 40.699537877737356, -73.9756573934928 40.699535313218796, -73.97564953910664 40.69953275140125, -73.97564168353883 40.69953018688139, -73.97563270479489 40.69952847580871, -73.97562485009898 40.6995267658739, -73.97561699540286 40.69952505773959, -73.9756040897481 40.699522918989956, -73.97558725465959 40.69952077940547, -73.9755704216251 40.6995194953055, -73.97555751298019 40.699519064821594, -73.97554460875449 40.699519489823736, -73.97552777257097 40.69952034083128, -73.97551486684841 40.69952161861479, -73.97550700853441 40.69952332611489, -73.97549803240291 40.69952417698942, -73.97549017408785 40.69952588538887, -73.9754823181401 40.69952759018625, -73.97547333901214 40.699530151130865, -73.97546548187965 40.69953185772782, -73.97545762443212 40.6995344189103, -73.97544976935075 40.69953697919218, -73.97543854370413 40.69954167386869, -73.97542395001325 40.69954807879814, -73.97541272657163 40.69955320121588, -73.97540599135493 40.69955747000557, -73.97539925495413 40.69956173879467, -73.97538971387368 40.699567289313045, -73.97537736598322 40.69957668261609, -73.97431850172582 40.70119429501572, -73.97411514047721 40.7013052699812, -73.9738887888491 40.7010851940588, -73.97375225183747 40.70107578957379, -73.97354417688805 40.700892292329605, -73.97355597048424 40.700867631816436, -73.97292642903008 40.70029455266831, -73.97257311996154 40.70008205622384, -73.97239201361765 40.70016632247139, -73.97262103052985 40.70046599556052, -73.97326855022575 40.701050910569684, -73.973330001556 40.70105092482518, -73.97351986951189 40.70122948255935, -73.97353593331647 40.70132745295209, -73.97375700668773 40.701534138646196, -73.97318676691572 40.701669803518385, -73.97288404864995 40.701416795903285, -73.97284574217075 40.70143472326975, -73.97153196832437 40.70026765830996, -73.9711382453857 40.699917892296796, -73.97097896992243 40.699856458029934, -73.97087287372845 40.699926259643036, -73.97077857408347 40.69998773531656, -73.97081892054942 40.7001175768891, -73.97126879294183 40.70051401804898, -73.97153698344701 40.70075117870244, -73.9717816631441 40.700967547343204, -73.97238957310537 40.70150510952451, -73.97253317803298 40.70163582977918, -73.97250623417175 40.70165632350056, -73.97255447163877 40.70170502119066, -73.97277437052797 40.70190323646636, -73.97332456163893 40.70241265608821, -73.97283512893269 40.70272874103954, -73.96982556591567 40.70024507010439, -73.96948655175557 40.70051906058955, -73.97212081432295 40.70275381698916, -73.97223974332238 40.70285292634627, -73.97253145437476 40.70309386702457, -73.97283890037228 40.70334642817161, -73.97266938458756 40.703501379622615, -73.96924539287018 40.70136474199574, -73.96893474842405 40.70161586809308, -73.96898517409781 40.70174708898407, -73.97231246332852 40.70384453966528, -73.9721579885893 40.70397020662985, -73.97145657371514 40.703508715294284, -73.97110342280517 40.70345973569454, -73.97093307828641 40.70362477191142, -73.97101963162298 40.703815613066475, -73.97416456836253 40.705771159113596, -73.9746560632442 40.706077056847256, -73.97439083551028 40.70632577342511, -73.97396840769181 40.70603039377445, -73.97347629607073 40.705686283357885, -73.97254880054376 40.70620449033699, -73.97329876484055 40.706697712934634, -73.97372898800499 40.70701559156867, -73.97462966695717 40.7076810607103, -73.97423616991334 40.7080243859623, -73.97333911789579 40.707318737400925, -73.9727323733981 40.70687037027403, -73.97122492890763 40.705789899325346, -73.97109655524457 40.705850055547145, -73.97100438691363 40.70682824078782, -73.97104939674787 40.70693633689016, -73.97143869094864 40.707369488224614, -73.97220572217668 40.70821366752223, -73.97275756998239 40.70883127812995, -73.97232032137494 40.709082882878214, -73.97066975733414 40.70725970894769, -73.97054062230477 40.70731607679433, -73.9702621850419 40.706887504096024, -73.9704888196303 40.70540066497835, -73.9701689449696 40.70536185332495, -73.97018075622927 40.7049292704529, -73.96847376700397 40.70387694055349, -73.96761766016536 40.703340292364935, -73.96750649585557 40.70344275998643, -73.96749516549708 40.70365971167673, -73.96747818760537 40.70395353574603, -73.96829166590004 40.70445771335033, -73.96929927110811 40.705091767463024, -73.96925259569838 40.70552502261657, -73.96806126974245 40.705823813920304, -73.96732604332988 40.7041265295795, -73.9671632139954 40.704047926206584, -73.96277885473522 40.70052771021134, -73.96272902186618 40.700487696939526, -73.96329216710882 40.700150884668474, -73.965656849011 40.701786586006406, -73.96577351509256 40.701714874268845, -73.9658003754605 40.70146218868846, -73.96620803228554 40.70147369066459, -73.96631149001595 40.700879554158696, -73.96631873011265 40.700879757992254, -73.96634618385814 40.69997423626653, -73.96624488814975 40.69997064868009, -73.96624860919428 40.69929087292647, -73.96775986952602 40.69931121469919, -73.96776286400457 40.69920643553666, -73.96960151555531 40.69923115601403, -73.96967517102881 40.697886553882164, -73.97060322152885 40.697923879563724, -73.97795141118742 40.69821915639595, -73.97787879193805 40.69872573555603, -73.97809984581596 40.699139747808125, -73.9781807417118 40.69918189453663, -73.97874592717834 40.699146973070405, -73.97920216550125 40.69956642764322, -73.97982312015377 40.69958796135835, -73.97983640034069 40.699459379553645, -73.98035835628764 40.699473269259514, -73.98026891846847 40.70080973817727, -73.98051948421018 40.70113378417388, -73.98074812207516 40.70142946792398)))",1388,BK,2023,1,Dock Street at the foot of Third Street,3020230001,Dry Dock No. 1,LP-00895,"Borough of Brooklyn Tax Map Block 2023, Lot 1.",Designated,,09/23/1975,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0895.pdf,37074.5925199,7077302.00177
"MULTIPOLYGON (((-73.975630384471 40.75221569591642, -73.97626021436078 40.75248118846193, -73.9765127558117 40.75258764128111, -73.97635761263496 40.752802475594024, -73.97608749582618 40.753176514181874, -73.97520511906006 40.752804564690656, -73.975630384471 40.75221569591642)))",0,MN,1280,60,420 Lexington Avenue,1012800060,Graybar Building,LP-02554,"Borough of Manhattan Tax Map Block 1280, Lot 60",Designated,,11/22/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2554.pdf,1048.57382981,68416.8222595
"MULTIPOLYGON (((-73.97748144202384 40.751260445127556, -73.97791159182691 40.75144207939565, -73.97754384298679 40.75194595023242, -73.97711369093288 40.75176431460421, -73.97748144202384 40.751260445127556)))",0,MN,1296,1,125 Park Avenue,1012960001,Pershing Square Building,LP-02556,"Borough of Manhattan Tax Map Block 1296, Lot 1",Designated,,11/22/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2556.pdf,692.554236773,28621.3517013
"MULTIPOLYGON (((-73.98058216758334 40.75207089565005, -73.98058018453484 40.752073623848105, -73.98065440213558 40.75210510000653, -73.98065720820708 40.75210629094631, -73.98047471153372 40.75235748323662, -73.98031832071362 40.752291218124135, -73.98050020058533 40.75204095619709, -73.98057701476002 40.75206897040061, -73.98058216758334 40.75207089565005)))",0,MN,1275,61,18 East 41st Street,1012750061,18 East 41st Street Building,LP-02581,"Borough of Manhattan Tax Map Block 1275, Lot 61",Designated,,11/22/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2581.pdf,309.100576162,5195.38357306
"MULTIPOLYGON (((-73.9770356889214 40.756104388835624, -73.97717743304491 40.756164026847514, -73.97700153673756 40.75640467888931, -73.97682117487727 40.75665145048933, -73.97667946794924 40.75659175892115, -73.9770356889214 40.756104388835624)))",0,MN,1283,17,400 Madison Avenue,1012830017,400 Madison Avenue Building,LP-02576,"Borough of Manhattan Tax Map Block 1283, Lot 17",Designated,,11/22/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2576.pdf,496.077602281,9117.68673639
"MULTIPOLYGON (((-73.97599837444183 40.757949134897835, -73.97618978989098 40.75768462786857, -73.97627553621678 40.757720824248324, -73.97635159342941 40.75775292938223, -73.97636147090225 40.75775709984709, -73.97617011161333 40.75802153152789, -73.97599837444183 40.757949134897835)))",0,MN,1285,59,18-20 East 50th Street,1012850059,Hampton Shops Building,LP-02580,"Borough of Manhattan Tax Map Block 1285, Lot 59",Designated,,11/22/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2580.pdf,328.760158021,5982.89272116
"MULTIPOLYGON (((-73.94275122246651 40.81504866565511, -73.94298861701711 40.8151488519319, -73.94280280872334 40.815403005368516, -73.94256494481232 40.81530345963377, -73.94275122246651 40.81504866565511)))",0,MN,1920,7,181 West 135th Street,1019200007,"Young Men's Christian Association Building, Harlem Branch (now) Jackie Robinson YMCA Youth Center",LP-01848,"Borough of Manhattan Tax Map Block 1920, Lot 7",Designated,,12/13/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1848.pdf,362.449248345,7972.06887466
"MULTIPOLYGON (((-73.9736757080822 40.763647284488904, -73.97403845932254 40.763143423913135, -73.9744444639959 40.76331220345319, -73.97425861091796 40.763570323136506, -73.97428289085451 40.76358041690779, -73.97410597714496 40.76382615099439, -73.9736757080822 40.763647284488904)))",0,MN,1273,33,754 Fifth Avenue,1012730033,Bergdorf Goodman,LP-00735,"Borough of Manhattan Tax Map Block 1273, Lot 33",Designated,,12/13/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0735.pdf,690.245750086,27607.2672216
"MULTIPOLYGON (((-74.00609062983567 40.70905328003127, -74.00583762368773 40.70886366352464, -74.0061462767555 40.70860165817108, -74.00639092520744 40.708785011415756, -74.00609062983567 40.70905328003127)))",0,MN,77,24,33-43 Gold Street,1000770024,Excelsior Steam Power Company Building,LP-00962,"Borough of Manhattan Tax Map Block 77, Lot 24 in part",Designated,,12/13/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0962.pdf,450.239115108,12399.0993036
"MULTIPOLYGON (((-73.96157873602183 40.71010248491703, -73.9617383714976 40.70984261729182, -73.96217873660818 40.70999236741334, -73.9620150095512 40.71024731480224, -73.96157873602183 40.71010248491703)))",0,BK,2446,51,183-195 Broadway,3024460051,183-195 Broadway,LP-01504,"Borough of Brooklyn Tax Map Block 2446, Lot 51",Designated,,12/13/2016,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1504.pdf,473.577197265,13801.6086292
"MULTIPOLYGON (((-73.99183688722549 40.694488193292266, -73.99196073057279 40.69423003221226, -73.99213456707295 40.69427748773827, -73.99201047704243 40.69453561656819, -73.9919022157337 40.69450580653323, -73.99183688722549 40.694488193292266)))",0,BK,244,15,181 Montague Street,3002440015,People's Trust Company Building,LP-02586,"Borough of Brooklyn Tax Map Block 244, Lot 15, in part.",Designated,,01/24/2017,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2586.pdf,302.627529208,5122.60664106
"MULTIPOLYGON (((-73.99183302222805 40.69449579244492, -73.99174973108894 40.69447305666256, -73.9916728219342 40.69444882012706, -73.99179915333102 40.69418592450353, -73.99196073057279 40.69423003221226, -73.99183688722549 40.694488193292266, -73.99183302222805 40.69449579244492)))",0,BK,244,13,185 Montague Street,3002440013,National Title Guaranty Company,LP-02587,"Borough of Brooklyn Tax Map Block 244, Lot 13.",Designated,,01/24/2017,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2587.pdf,300.305251065,4897.4640426
"MULTIPOLYGON (((-73.99860925725618 40.7376247073607, -73.99842688325738 40.737878627425545, -73.99794986362721 40.73767939343749, -73.99813567816228 40.737422320599194, -73.99810515214503 40.7374095500031, -73.99816604857841 40.73732510499034, -73.9984924446303 40.73746255329624, -73.99842987559178 40.737549786428566, -73.99860925725618 40.7376247073607)))",0,BK,609,23,120-130 West 14th Street,1006090023,The Salvation Army National and Territorial Headquarters,LP-02565,"Borough of Manhattan Tax Map Block 609, Lot 23 in part.",Designated,,10/17/2017,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2565.pdf,604.160229852,19632.0272626
"MULTIPOLYGON (((-73.99111813940667 40.733819472102695, -73.99114117243248 40.73371644225025, -73.99116495536707 40.73360869108559, -73.99144070551831 40.73365698184467, -73.99150326279593 40.733667937555786, -73.99149083037375 40.73371429479182, -73.99147790071476 40.73377003888514, -73.9914568835087 40.73384178980754, -73.99149438604314 40.733848145667736, -73.99148439482336 40.73388361143775, -73.99111813940667 40.733819472102695)))",0,MN,0,0,827-831 Broadway,0,827-831 Broadway Buildings,LP-02594,"Borough of Manhattan Tax Map Block 564, Lot 17, Block 564, Lot 19 in part",Designated,,10/31/2017,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2594.pdf,366.758552715,7530.23892251
"MULTIPOLYGON (((-74.00400332097608 40.70646913678696, -74.00413746048848 40.70661209091804, -74.00407683014325 40.7066531969203, -74.00394656819488 40.706505793159984, -74.00400332097608 40.70646913678696)))",1017,MN,74,1,189 Front Street,1000740001,189 Front Street Building,LP-00073,"Borough of Manhattan Tax Map Block 74, Lot 10 in part, consisting of the land on which the described building is situated.",Designated,,10/29/1968,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0073.pdf,171.867821574,1379.91212034
"MULTIPOLYGON (((-73.8886374040332 40.67678456655409, -73.88859552732163 40.67662422436195, -73.88858339720717 40.67657777753743, -73.88875853128279 40.676549352030314, -73.88893971165727 40.67652236571375, -73.88912315263863 40.676491568508006, -73.88930690465065 40.67646283438999, -73.88935050984774 40.67663744395248, -73.88865862259934 40.6767801889721, -73.8886374040332 40.67678456655409)))",0,BK,3964,8,Empire State Dairy Company Buildings,3039640008,Empire State Dairy Company Buildings,LP-02575,"Borough of Brooklyn, Tax Map 3964, Lot 8 in part.",Designated,,12/05/2017,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2575.pdf,551.518672845,14486.4432759
"MULTIPOLYGON (((-73.98518072657713 40.744521375782895, -73.98485674924895 40.74438471416937, -73.98503944179225 40.744134408884115, -73.985363418278 40.74427106998855, -73.98518072657713 40.744521375782895)))",0,MN,858,58,95 Madison Avenue,1008580058,Emmet Building,LP-02603,"Borough of Manhattan Tax Map Block 858, Lot 58",Designated,,03/06/2018,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2603.pdf,413.917720333,10707.3133715
"MULTIPOLYGON (((-73.95452651096609 40.77787622144189, -73.95452274884617 40.777875969617554, -73.95451910196896 40.77787522526377, -73.95451568048698 40.7778740109366, -73.95451258862049 40.777872362697295, -73.95450991991791 40.77787033191144, -73.95450775489029 40.777867979845055, -73.9545061610111 40.77786537766439, -73.95450518561026 40.777862604632446, -73.9545048582454 40.77785974450766, -73.95450518951826 40.77785688464288, -73.95450616870755 40.777854112382634, -73.9545077661411 40.777851511461904, -73.95450993438065 40.777849161106126, -73.95451260585543 40.77784713242832, -73.95451569997076 40.7778454866308, -73.95451912310823 40.77784427500521, -73.9545227709985 40.777843533530465, -73.95452653345849 40.77784328467558, -73.95453029557657 40.77784353649983, -73.95453394245219 40.77784428085323, -73.95453736393299 40.77784549517986, -73.95454045579882 40.777847143418505, -73.95454312568599 40.777849174204135, -73.95454528952968 40.777851526269444, -73.95454688341005 40.77785412844954, -73.9545478588125 40.77785690148111, -73.9545481861792 40.77785976160579, -73.95454785490817 40.77786262147069, -73.95454687572047 40.7778653937313, -73.95454527828811 40.777867994652595, -73.9545431112338 40.77787034500944, -73.95454043857444 40.77787237368749, -73.95453734445847 40.77787401948565, -73.95453392131981 40.77787523111179, -73.95453027342792 40.77787597258691, -73.95452651096609 40.77787622144189)))",1255,,0,0,1501 Third Avenue,0,"Sidewalk Clock, 1501 Third Avenue",LP-01169,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Manhattan, Tax Map Block 1530, Lot 47.",Designated,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1169.pdf,37.6510386395,112.522570107
"MULTIPOLYGON (((-73.9728150306256 40.764373313315645, -73.97281127038369 40.76437306208816, -73.97280762404152 40.764372318311665, -73.97280420173543 40.764371104524834, -73.9728011100433 40.76436945677292, -73.97279844132422 40.76436742640658, -73.97279627727403 40.76436507467935, -73.97279468181915 40.76436247274618, -73.97279370585494 40.76435969896297, -73.97279337777078 40.764356839784895, -73.97279370819113 40.76435397986181, -73.9727946864207 40.76435120744062, -73.97279628400052 40.76434860626143, -73.97279844997107 40.76434625465607, -73.9728011203471 40.764344225550204, -73.97280421338273 40.76434258015882, -73.97280763667783 40.7643413679878, -73.97281128362485 40.76434062593261, -73.97281504406928 40.76434037647986, -73.9728188054937 40.76434062770747, -73.97282245183428 40.764341371483596, -73.97282587295476 40.76434258526964, -73.97282896583101 40.764344232120635, -73.97283163455012 40.76434626248633, -73.97283379860056 40.764348615113406, -73.97283539405663 40.764351217046034, -73.97283637002276 40.76435398992834, -73.97283669692412 40.76435685000653, -73.97283636769026 40.76435970902952, -73.97283538946196 40.7643624823516, -73.97283379188336 40.76436508353131, -73.97283162591381 40.76436743423686, -73.97282895553778 40.76436946334338, -73.97282586131675 40.76437110963565, -73.97282243920485 40.764372321807464, -73.9728187922562 40.76437306386305, -73.9728150306256 40.764373313315645)))",1256,MN,0,0,783 Fifth Avenue at East 59th Street,0,"Sidewalk Clock, 783 Fifth Avenue",LP-01170,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Manhattan, Tax Map Block 1374, Lot 1.",Designated,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1170.pdf,37.6513157009,112.524225225
"MULTIPOLYGON (((-73.98013925605012 40.754707818266375, -73.98013549632627 40.75470756727756, -73.98013184924719 40.75470682373165, -73.98012842848846 40.75470561016084, -73.98012533706373 40.75470396260319, -73.98012266850868 40.7547019324036, -73.9801205033297 40.7546995808104, -73.98011890900442 40.75469697897522, -73.9801179328769 40.75469420525019, -73.98011760452594 40.754691346088926, -73.9801179345839 40.75468848614079, -73.98011891236665 40.754685713653494, -73.98012050824447 40.75468311236886, -73.98012267482638 40.75468076062269, -73.98012534459178 40.75467873134419, -73.98012843699775 40.75467708575387, -73.98013185847857 40.75467587336328, -73.98013550599906 40.754675131075416, -73.98013926587036 40.75467488138322, -73.98014302677667 40.75467513237209, -73.9801466726699 40.75467587591746, -73.98015009342744 40.75467708948773, -73.98015318603599 40.754678736144434, -73.98015585459109 40.75468076634333, -73.9801580185862 40.75468311883614, -73.98015961291267 40.7546857206708, -73.98016059022626 40.754688493495195, -73.98016091739458 40.75469135355662, -73.98016058852292 40.75469421260459, -73.98015960955733 40.754696985992524, -73.98015801368072 40.754699587277685, -73.98015584828393 40.75470193812422, -73.98015317851848 40.75470396740342, -73.98015008492743 40.75470561389471, -73.9801466634454 40.75470682628581, -73.98014301710754 40.754707568574226, -73.98013925605012 40.754707818266375)))",1257,MN,0,0,522 Fifth Avenue,0,"Sidewalk Clock, 522 Fifth Avenue",LP-01171,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Manhattan, Tax Map Block 1258, Lot 38.",Designated,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1171.pdf,37.6513463082,112.524408622
"MULTIPOLYGON (((-73.98937479072771 40.741978963532105, -73.98937103050339 40.741978712844215, -73.98936738520203 40.741977969589435, -73.98936396492864 40.74197675629073, -73.98936087268223 40.741975108977776, -73.98935820435554 40.741973078988494, -73.98935604044826 40.74197072756474, -73.98935444606691 40.74196812585265, -73.98935346855725 40.74196535310122, -73.9893531410568 40.74196249306067, -73.9893534694713 40.741959633080796, -73.98935444786692 40.74195686051017, -73.98935604307924 40.74195425909289, -73.98935820773707 40.74195190806912, -73.98936087671116 40.74194987857294, -73.98936396948227 40.74194823183126, -73.98936739014135 40.74194701916417, -73.98937103567805 40.741946276582425, -73.9893747959804 40.741946026588444, -73.98937855501894 40.741946277276114, -73.98938220150264 40.74194702053061, -73.98938562177483 40.74194823382882, -73.98938871283667 40.741949881141004, -73.98939138116336 40.741951911129576, -73.98939354625522 40.7419542625528, -73.98939514063774 40.741956864264345, -73.98939611696503 40.741959637015306, -73.9893964456513 40.7419624970558, -73.98939611605465 40.74196535703574, -73.98939513884463 40.74196812960682, -73.98939354363351 40.741970731024644, -73.98939137779236 40.74197308204895, -73.98938870881828 40.74197511154583, -73.98938561723048 40.74197675828828, -73.98938219657019 40.74197797095587, -73.98937854984794 40.74197871353791, -73.98937479072771 40.741978963532105)))",1258,MN,0,0,200 Fifth Avenue at West 23rd Street,0,"Sidewalk Clock, 200 Fifth Avenue",LP-01172,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Manhattan, Tax Map Block 528, Lot 31.",Designated,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1172.pdf,37.6512050324,112.523564191
"MULTIPOLYGON (((-73.95227528588973 40.72624664514198, -73.95227152787666 40.72624639324278, -73.95226788384997 40.72624564881223, -73.95226446387676 40.726244433508214, -73.95226137446072 40.72624278609673, -73.95225870789429 40.72624075524363, -73.95225654580712 40.726238403117904, -73.95225495206768 40.726235799985794, -73.9522539775162 40.72623302691419, -73.95225365050156 40.72623016676167, -73.95225398161374 40.72622730778262, -73.95225496013809 40.72622453552086, -73.9522565576062 40.72622193371196, -73.95225872306166 40.72621958338057, -73.95226139253526 40.726217554739904, -73.95226448430839 40.726215909891096, -73.95226790601906 40.7262146974233, -73.9522715511082 40.72621395601429, -73.952275309478 40.726213707230634, -73.95227906867291 40.72621395913019, -73.95228271269798 40.7262147035604, -73.95228613148635 40.72621591886346, -73.95228922208543 40.72621756627475, -73.95229188865184 40.726219597127105, -73.95229405073967 40.72622194925217, -73.9522956444803 40.7262245523838, -73.95229661903345 40.72622732545507, -73.95229694486682 40.72623018470639, -73.95229661493956 40.72623304458663, -73.95229563641676 40.72623581684872, -73.95229403894983 40.72623841865814, -73.95229187349501 40.72624076899019, -73.95228920402143 40.726242797631585, -73.95228611106397 40.72624444248058, -73.95228269053578 40.726245654949345, -73.95227904544502 40.726246396358675, -73.95227528588973 40.72624664514198)))",1259,BK,0,0,753 Manhattan Avenue,0,"Sidewalk Clock, 753 Manhattan Avenue",LP-01173,"Proposed Site: The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Brooklyn, Tax Map Block 2619, Lot 17.",Proposed,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1173.pdf,37.6515119055,112.5253985
"MULTIPOLYGON (((-73.95250880416904 40.726675014800705, -73.95250504613092 40.72667476290914, -73.95250140089449 40.726674018485504, -73.9524979820787 40.72667280318895, -73.95249489263706 40.72667115578385, -73.9524922260464 40.726669124936265, -73.9524900627534 40.72666677281461, -73.95248847017827 40.72666416968633, -73.95248749561075 40.72666139661686, -73.95248716858406 40.72665853646521, -73.95248749968829 40.72665567748562, -73.95248847820926 40.72665290522206, -73.95249007449486 40.72665030340961, -73.95249224113967 40.726647953074476, -73.95249491062332 40.72664592442845, -73.95249800241051 40.726644279573456, -73.95250142295525 40.72664306709836, -73.95250506924896 40.726642325682526, -73.95250882764205 40.72664207689118, -73.952512586862 40.72664232878316, -73.95251623091309 40.72664307320592, -73.95251964972769 40.72664428850193, -73.9525227403524 40.72664593590686, -73.9525254069431 40.726647966753745, -73.95252756905305 40.726650318874285, -73.95252916162939 40.726652922001996, -73.95253013738213 40.72665569507161, -73.95253046322762 40.72665855432215, -73.95253013330826 40.726661414202844, -73.95252915360527 40.726664186466266, -73.95252755732086 40.72666678827929, -73.95252539186036 40.726669138615556, -73.9525227223767 40.72667116726226, -73.95251962940513 40.726672812117414, -73.95251620885922 40.726674024593066, -73.95251256374762 40.7266747660098, -73.95250880416904 40.726675014800705)))",1260,BK,0,0,753 Manhattan Avenue,0,"Sidewalk Clock, 753 Manhattan Avenue",LP-01173,"The portion of the sidewalk on which the described improvement is situated adjacent to Borough of Brooklyn, Tax Map Block 2619, Lot 10.",Moved,,08/25/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1173.pdf,37.6515428224,112.525581999
