Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
Sailors' Snug Harbor,Richmond,3/16/72,90NR01018,-74.10321057,40.6424541,POINT (-74.10321057 40.6424541026),other
116 John Street,New York,6/20/14,13NR06526,-74.00589283,40.70747748,POINT (-74.0058928288 40.7074774806),other
United States Appraisers Stores,New York,1/11/17,20NR00018,-74.00627356,40.72833996,POINT (-74.0062735617 40.7283399607),other
Congregation Tifereth Israel,Queens,11/21/02,02NR04967,-73.85291675,40.74210763,POINT (-73.8529167508 40.7421076279),other
Pioneer (Schooner),New York,,13NR06516,-74.0025325,40.70471882,POINT (-74.0025325026 40.7047188171),other
Metropolitan Life Insurance Company,New York,6/2/78,90NR00738,-73.98735409,40.74127775,POINT (-73.9873540941 40.7412777486),other
Congregation Shaare Zedek of Harlem,New York,2/23/15,15NR00007,-73.94674135,40.80274861,POINT (-73.9467413491 40.8027486055),other
Tenement Building at 97 Orchard Street,New York,5/19/92,92NR00300,-73.99028014,40.7185552,POINT (-73.9902801424 40.7185552003),other
Saxe Embroidery Company Building,Bronx,2/2/18,17NR00086,-73.90864896,40.82584637,POINT (-73.908648956 40.8258463749),other
"Scribner's, Charles Sons, Building",New York,,94NR00530,-73.97767162,40.75734651,POINT (-73.9776716235 40.7573465145),other
Dunbar Apartments,New York,3/29/79,90NR00648,-73.93841771,40.82509793,POINT (-73.9384177097 40.8250979281),other
Chrysler Building,New York,12/8/76,90NR00927,-73.97537523,40.75164607,POINT (-73.9753752287 40.7516460736),other
Coney Island Yard Electric Motor Repair Shop (Dual System BMT),Kings,2/9/06,05NR05424,-73.97494064,40.58975389,POINT (-73.9749406417 40.5897538876),other
American Museum Of Natural History,New York,6/24/76,90NR00763,-73.9740593,40.78136396,POINT (-73.9740593001 40.7813639623),other
Wallace Building,New York,8/28/03,03NR05088,-74.00832935,40.70684434,POINT (-74.0083293509 40.7068443443),other
"Robinson, John Roosevelt Jackie""",Kings,5/11/76,90NR01279,-73.92724828,40.64811309,POINT (-73.9272482775 40.6481130939),other
Mount Sinai Dispensary,New York,,94NR00528,-73.96400428,40.76726289,POINT (-73.9640042793 40.7672628921),other
Beaver Building,New York,7/6/05,04NR05410,-74.00853254,40.70522436,POINT (-74.0085325426 40.7052243631),other
International Mercantile Marine Company Building (U.S. Lines),New York,3/2/91,94NR00582,-74.01445383,40.70495848,POINT (-74.01445383 40.7049584849),other
Admiral David Glasgow Farragut Gravesite,Bronx,10/16/12,12NR06333,-73.86741494,40.88955925,POINT (-73.8674149415 40.8895592475),other
Woolworth Building,New York,11/13/66,90NR00911,-74.008329,40.71246609,POINT (-74.0083289978 40.7124660881),other
Daily News Building,New York,11/14/82,90NR00912,-73.97318084,40.74978013,POINT (-73.9731808403 40.7497801267),other
R & S Building,New York,9/22/86,93NR00430,-73.97561704,40.74019861,POINT (-73.9756170354 40.740198607),other
Stonewall,New York,5/27/99,99NR01503,-74.00073931,40.73387712,POINT (-74.0007393072 40.7338771154),other
Lorraine Hansberry Residence,New York,4/22/21,20NR00141,-74.00424265,40.73368431,POINT (-74.0042426505 40.7336843144),other
WAVERTREE,New York,6/13/78,93NR00521,-74.00320295,40.70487049,POINT (-74.0032029485 40.7048704856),other
American Thread Building,New York,1/20/05,04NR05314,-74.00571602,40.72059517,POINT (-74.0057160224 40.7205951735),other
Concourse Yard Entry Buildings (IND),Bronx,2/9/06,05NR05429,-73.8889064,40.87630867,POINT (-73.888906398 40.8763086716),other
Staten Island Light,Richmond,11/30/05,05NR05490,-74.14126177,40.57611067,POINT (-74.1412617681 40.5761106687),other
American Radiator Building,New York,5/7/80,90NR00703,-73.98400572,40.75280471,POINT (-73.9840057236 40.7528047117),other
Tiffany and Company Building,New York,6/2/78,90NR00744,-73.98294073,40.7499906,POINT (-73.9829407295 40.7499905959),other
Quarters A,Kings,8/11/74,90NR01281,-73.98037151,40.70225667,POINT (-73.9803715083 40.7022566654),other
Industrial Complex at 221 McKibbin Street,Kings,5/12/09,08NR05939,-73.93821254,40.7058197,POINT (-73.9382125407 40.7058196964),other
General Society of Mechanics and Tradesmen,New York,11/12/08,08NR05906,-73.98134215,40.75513228,POINT (-73.9813421505 40.755132278),other
