Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
Odd Fellows Lodge and Temple,Onondaga,4/7/14,13NR06502,-76.15108241,43.05956057,POINT (-76.1510824061 43.0595605651),other
Buildings at Niagara and Seventh Streets,Niagara,3/7/19,17NR00088,-79.05442738,43.08883495,POINT (-79.0544273845 43.0888349541),other
Bruce-Briggs Brick Block,Erie,11/30/99,99NR01537,-78.66714048,42.89904217,POINT (-78.66714048 42.8990421673),other
George Washington Carver Community Center,Schenectady,10/16/20,20NR00066,-73.93752564,42.80227625,POINT (-73.9375256431 42.8022762521),other
Schoharie Valley Railroad Complex,Schoharie,4/26/72,90NR02686,-74.31077577,42.67052843,POINT (-74.310775773 42.6705284253),other
Daily News Building,New York,11/14/82,90NR00912,-73.97318084,40.74978013,POINT (-73.9731808403 40.7497801267),other
"Gurley, W. & L.E., Building",Rensselaer,3/5/70,90NR00977,-73.68706398,42.73245778,POINT (-73.6870639764 42.7324577814),other
Bullard Block,Saratoga,9/16/09,08NR05961,-73.58123236,43.0989873,POINT (-73.5812323577 43.098987297),other
Scobey Power Plant,Erie,9/20/96,96NR00942,-78.69824395,42.47856155,POINT (-78.6982439505 42.4785615484),other
The Virginia,Erie,6/12/17,17NR00009,-78.88235599,42.89493808,POINT (-78.8823559893 42.8949380773),other
Eaton Family Home/Jewish Center of Norwich,Chenango,6/4/09,09NR05979,-75.52404527,42.52731069,POINT (-75.5240452691 42.527310693),other
Stonihurst,Orange,11/23/82,90NR02335,-73.96663707,41.35707967,POINT (-73.966637068 41.3570796733),other
"Lindenwald (Van Buren, Martin, National Historic Site)",Columbia,10/15/66,90NR00233,-73.71084992,42.36880773,POINT (-73.7108499152 42.3688077297),other
R & S Building,New York,9/22/86,93NR00430,-73.97561704,40.74019861,POINT (-73.9756170354 40.740198607),other
Stonewall,New York,5/27/99,99NR01503,-74.00073931,40.73387712,POINT (-74.0007393072 40.7338771154),other
Yawman and Erbe Building,Monroe,,04NR05339,-77.60320324,43.15629022,POINT (-77.6032032418 43.1562902193),other
Garden City Water Works,Nassau,11/14/78,91NR00238,-73.64100412,40.73067976,POINT (-73.6410041169 40.730679763),other
Harder Mill,Rensselaer,5/20/21,20NR00105,-73.74540557,42.63649105,POINT (-73.7454055709 42.6364910536),other
Notleymere,Madison,7/15/91,91NR00140,-75.8630924,42.94784296,POINT (-75.8630924012 42.9478429608),other
Debar Pond Lodge,Franklin,12/16/14,14NR06589,-74.19201213,44.62753035,POINT (-74.1920121269 44.6275303526),other
Lorraine Hansberry Residence,New York,4/22/21,20NR00141,-74.00424265,40.73368431,POINT (-74.0042426505 40.7336843144),other
New York State Inebriate Asylum,Broome,7/24/96,96NR01039,-75.86560645,42.10659526,POINT (-75.8656064479 42.1065952571),other
Holland Land Office,Genesee,10/15/66,90NR00528,-78.19077447,42.9991915,POINT (-78.1907744724 42.9991915026),other
"Ferguson, Dr. James, Office",Warren,9/29/84,90NR02707,-73.63892408,43.31065266,POINT (-73.6389240751 43.31065266),other
Brotherhood Winery,Orange,4/21/00,00NR01598,-74.16204339,41.43205575,POINT (-74.1620433876 41.4320557517),other
WAVERTREE,New York,6/13/78,93NR00521,-74.00320295,40.70487049,POINT (-74.0032029485 40.7048704856),other
Schenevus Carousel,Otsego,1/16/98,97NR01280,-74.82664559,42.54698803,POINT (-74.8266455914 42.5469880303),other
Maizefield,Dutchess,11/26/73,90NR00451,-73.88189128,41.99790701,POINT (-73.8818912788 41.9979070063),other
109 Albany Avenue,Ulster,11/15/02,02NR04928,-74.01078933,41.93331828,POINT (-74.0107893316 41.9333182798),other
American Thread Building,New York,1/20/05,04NR05314,-74.00571602,40.72059517,POINT (-74.0057160224 40.7205951735),other
Buffalo Harbor South Entrance Light,Erie,7/2/07,07NR05735,-78.86742093,42.83367851,POINT (-78.8674209326 42.8336785051),other
B'Nai Israel Temple,Cattaraugus,1/4/12,11NR06270,-78.42753814,42.07625783,POINT (-78.4275381381 42.0762578303),other
Zink Block,Erie,12/7/10,10NR06146,-78.88829154,42.90585616,POINT (-78.8882915401 42.9058561646),other
"Chenango Canal Lock 106, Prism and Towpath",Chenango,12/11/20,20NR00060,-75.81333655,42.25255498,POINT (-75.8133365456 42.2525549778),other
Concourse Yard Entry Buildings (IND),Bronx,2/9/06,05NR05429,-73.8889064,40.87630867,POINT (-73.888906398 40.8763086716),other
Lewis County Fairgrounds,Lewis,2/14/02,99NR01499,-75.49004275,43.79538167,POINT (-75.4900427528 43.7953816697),other
Kimlin Cider Mill,Dutchess,2/13/03,02NR04974,-73.90388463,41.66737528,POINT (-73.9038846331 41.6673752752),other
Staten Island Light,Richmond,11/30/05,05NR05490,-74.14126177,40.57611067,POINT (-74.1412617681 40.5761106687),other
Tianderah,Otsego,11/2/78,90NR02195,-75.31502169,42.46490486,POINT (-75.3150216881 42.464904858),other
Chili Mills Conservation Area,Monroe,3/12/75,90NR01450,-77.81872302,43.08296122,POINT (-77.8187230221 43.0829612232),other
American Radiator Building,New York,5/7/80,90NR00703,-73.98400572,40.75280471,POINT (-73.9840057236 40.7528047117),other
Hunter Mountain Fire Tower,Greene,6/30/97,97NR01202,-74.24620096,42.18693063,POINT (-74.24620096 42.1869306327),other
"Fifth Street, Building at 115",Nassau,11/14/78,91NR00197,-73.63475554,40.72247649,POINT (-73.6347555445 40.7224764942),other
Fulton County Jail,Fulton,10/19/81,90NR00520,-74.37062997,43.0029895,POINT (-74.3706299697 43.0029895),other
Cold Spring Harbor Laboratory,Nassau,3/30/94,94NR00543,-73.46918446,40.86106273,POINT (-73.4691844646 40.8610627254),other
White Memorial Building,Onondaga,2/6/73,90NR02102,-76.15178521,43.04937233,POINT (-76.1517852075 43.0493723266),other
Tiffany and Company Building,New York,6/2/78,90NR00744,-73.98294073,40.7499906,POINT (-73.9829407295 40.7499905959),other
"Coykendall, Samuel, Lodge",Ulster,1/11/02,01NR01794,-74.67235019,42.05379329,POINT (-74.6723501928 42.0537932895),other
Bayles Shipyard,Suffolk,6/2/00,99NR01545,-73.06723325,40.94908516,POINT (-73.0672332548 40.9490851633),other
Copeland Carriage Shop,Saratoga,5/25/18,18NR00010,-74.10151844,43.22066625,POINT (-74.1015184387 43.2206662548),other
5680 Seneca Point Rd,Ontario,11/9/17,15NR00137,-77.3403267,42.74468463,POINT (-77.3403267042 42.7446846294),other
Quarters A,Kings,8/11/74,90NR01281,-73.98037151,40.70225667,POINT (-73.9803715083 40.7022566654),other
New York State Capitol,Albany,2/18/71,90NR01642,-73.75733574,42.65257738,POINT (-73.7573357387 42.6525773775),other
Holy Cross Monastery,Ulster,2/24/95,94NR00714,-73.95689152,41.80260398,POINT (-73.956891524 41.8026039823),other
Fitzgerald Building,Schenectady,5/19/21,18NR00042,-73.94038577,42.81258811,POINT (-73.9403857738 42.8125881108),other
Ingleside,Jefferson,4/16/80,90NR01115,-75.9275228,44.33284523,POINT (-75.9275228028 44.3328452251),other
Wollenberg Grain and Seed Elevator,Erie,5/19/03,02NR05020,-78.82142208,42.89980684,POINT (-78.8214220787 42.8998068371),other
"Ninth Street, Building at 108",Nassau,11/14/78,91NR00214,-73.63751983,40.72718503,POINT (-73.6375198349 40.7271850327),other
Alfred Dolge Hose Co. No. 1 Building,Herkimer,8/19/94,94NR00628,-74.77383333,43.10024584,POINT (-74.7738333295 43.1002458396),other
THE DICK BLOCK,Niagara,11/21/12,12NR06381,-78.87795864,43.02364143,POINT (-78.8779586353 43.0236414311),other
Industrial Complex at 221 McKibbin Street,Kings,5/12/09,08NR05939,-73.93821254,40.7058197,POINT (-73.9382125407 40.7058196964),other
COMMUNITY OF TRUE INSPIRATION (EBENZER) RESIDENCE,Erie,6/25/13,13NR06429,-78.75034408,42.83324354,POINT (-78.7503440847 42.8332435396),other
Castle Rock,Putnam,12/12/77,90NR02361,-73.94046365,41.36827212,POINT (-73.9404636515 41.3682721183),other
Byington Mill (Frisbie & Stansfield Knitting Company),Oneida,5/27/93,92NR00417,-75.22155069,43.10273403,POINT (-75.2215506865 43.1027340276),other
Elvira,Suffolk,5/23/12,11NR06287,-72.89836751,40.77095736,POINT (-72.8983675138 40.7709573646),other
Pelton Mill,Dutchess,11/26/82,90NR00415,-73.93623269,41.70857873,POINT (-73.9362326934 41.7085787303),other
West Point Foundry,Putnam,4/11/73,90NR02387,-73.9497298,41.41448922,POINT (-73.9497297988 41.4144892171),other
General Society of Mechanics and Tradesmen,New York,11/12/08,08NR05906,-73.98134215,40.75513228,POINT (-73.9813421505 40.755132278),other
Dundas Castle,Delaware,3/21/01,01NR01747,-74.87580701,41.97876338,POINT (-74.8758070074 41.978763378),other
Albright-Knox Art Gallery,Erie,5/27/71,90NR01226,-78.8756576,42.93222432,POINT (-78.8756575954 42.932224321),other
Syracuse University-Comstock Tract Buildings,Onondaga,7/22/80,90NR02117,-76.13444979,43.03765213,POINT (-76.1344497914 43.0376521307),other
"Lafayette Street, Building at 376-380",New York,12/28/79,90NR00958,-73.99378206,40.72761379,POINT (-73.9937820565 40.7276137946),other
Mount Florence,Westchester,,91NR00040,-73.90357908,41.28365723,POINT (-73.9035790783 41.2836572276),other
Mott Mill,Westchester,1/28/04,03NR05152,-73.89352325,40.93512951,POINT (-73.893523249 40.9351295148),other
Masters Building,New York,2/23/16,15NR00133,-73.97106254,40.80043601,POINT (-73.9710625392 40.8004360121),other
Lisbon Railroad Depot,St. Lawrence,11/22/00,98NR01381,-75.31882401,44.7274099,POINT (-75.3188240114 44.7274099033),other
Eden Mills Conservation Area,Erie,,90NR03138,-78.85670575,42.65088469,POINT (-78.8567057462 42.6508846936),other
Munson Diner,Sullivan,4/12/06,05NR05518,-74.74457322,41.79703741,POINT (-74.7445732199 41.797037408),other
Heyworth/Mason Industrial Building,Clinton,5/4/11,11NR06198,-73.52466991,44.57867738,POINT (-73.5246699089 44.578677377),other
Land Office,St. Lawrence,9/2/82,90NR02579,-75.65046131,44.58894182,POINT (-75.6504613144 44.5889418198),other
Aquinas Institute,Monroe,6/8/89,90NR03026,-77.64066769,43.18754769,POINT (-77.6406676918 43.187547687),other
HenryΓÇÖs Garage,Essex,5/15/17,16NR00125,-73.46073715,44.04730929,POINT (-73.4607371524 44.0473092877),other
Mt. Beacon Fire Observation Tower,Dutchess,10/23/09,09NR06018,-73.94426156,41.48153534,POINT (-73.9442615587 41.4815353366),other
DAY PECKINPAUGH (Canal Motorship),Niagara,12/28/05,05NR05513,-73.68051256,42.77719576,POINT (-73.6805125621 42.7771957599),other
"Jones, Gen. Edward F., Residence",Broome,2/9/05,04NR05300,-75.9265749,42.09946494,POINT (-75.9265749041 42.0994649375),other
The Niagara,Niagara,12/5/08,08NR05895,-79.06121524,43.08494799,POINT (-79.061215239 43.0849479856),other
"Hilton Avenue, Building at 112",Nassau,11/14/78,91NR00236,-73.64008436,40.72732582,POINT (-73.6400843579 40.7273258163),other
Hamilton Grange National Memorial,New York,10/15/66,90NR00871,-73.94728525,40.82137445,POINT (-73.9472852457 40.8213744487),other
Silver Bay Association Complex,Warren,3/20/80,90NR02692,-73.50548433,43.69392231,POINT (-73.5054843306 43.6939223099),other
CG 40300 Motor Lifeboat,Tompkins,9/27/21,21NR00032,-76.51314109,42.4454572,POINT (-76.5131410888 42.4454572043),other
Erste Deutsche Evangelische Kirche,Chemung,10/31/07,06NR05681,-76.79812013,42.09022686,POINT (-76.7981201313 42.0902268579),other
Belnord Apartments,New York,4/23/80,90NR00672,-73.97544327,40.78834457,POINT (-73.9754432671 40.788344566),other
"West 54th Street, Residences at 5-15",New York,1/4/90,94NR00524,-73.97619338,40.76162928,POINT (-73.9761933792 40.7616292791),other
New York Architectural Terra Cotta Company Office Building,Queens,,91NR00260,-73.95042449,40.75444423,POINT (-73.9504244902 40.7544442272),other
Strecker Memorial Laboratory,New York,3/16/72,90NR00634,-73.95822437,40.75226495,POINT (-73.9582243669 40.7522649511),other
Montgomery Place,Dutchess,5/2/75,90NR00323,-73.91860995,42.01274814,POINT (-73.9186099511 42.0127481365),other
Buffalo and Erie County Historical Society,Erie,4/23/80,90NR01221,-78.87625714,42.93538369,POINT (-78.8762571364 42.9353836909),other
"East Cayuga Street, Building at 15",Cayuga,4/20/95,95NR00813,-76.42032252,42.71376327,POINT (-76.4203225165 42.7137632744),other
Duke Residence,New York,12/7/89,93NR00432,-73.96207921,40.77873072,POINT (-73.9620792148 40.7787307231),other
Harrison Grist Mill,St. Lawrence,9/16/82,90NR02553,-75.19608097,44.66442512,POINT (-75.1960809715 44.6644251165),other
Frying Pan Shoals Lightship No. 115,New York,1/28/99,98NR01418,-74.00928331,40.75212589,POINT (-74.0092833087 40.7521258917),other
Danascara Place,Montgomery,12/30/19,19NR00080,-74.31763492,42.9394983,POINT (-74.3176349159 42.9394983019),other
Hunter-Oliphant Block,Oswego,7/21/95,95NR00840,-76.51036301,43.45564374,POINT (-76.5103630129 43.4556437417),other
Hoornbeek Store Complex,Ulster,2/9/84,90NR01092,-74.3739789,41.7413112,POINT (-74.3739788962 41.741311196),other
"Irving, Washington, Memorial",Westchester,9/8/00,99NR01557,-73.86152775,41.04801456,POINT (-73.8615277469 41.0480145604),other
"Layman, Frank D., Memorial",Greene,6/6/03,02NR01921,-74.06479556,42.19016271,POINT (-74.0647955596 42.190162707),other
Times Square Building,Monroe,8/11/82,90NR01476,-77.61255625,43.15463637,POINT (-77.612556249 43.154636372),other
"Players, The",New York,10/15/66,90NR00876,-73.98667518,40.73758994,POINT (-73.9866751834 40.7375899372),other
Huyler Building,Erie,2/8/12,11NR06259,-78.87601312,42.89451375,POINT (-78.8760131243 42.8945137453),other
Remington Stables,Herkimer,10/29/76,90NR00590,-75.03504247,43.01237654,POINT (-75.0350424699 43.0123765439),other
"Hilton Avenue, Building at 47",Nassau,11/14/78,91NR00230,-73.6372259,40.72256529,POINT (-73.6372258954 40.7225652879),other
Lawyers Cooperative Publishing Company Complex,Monroe,12/10/21,21NR00058,-77.61087399,43.15504728,POINT (-77.6108739856 43.1550472759),other
Cortland Fire Headquarters,Cortland,7/12/74,90NR00265,-76.17892876,42.59903979,POINT (-76.1789287578 42.599039791),other
Reilly's Store,Sullivan,11/27/92,92NR00377,-75.06234741,41.70866928,POINT (-75.0623474142 41.7086692837),other
Hickories,Madison,7/15/91,91NR00143,-75.86019152,42.93383944,POINT (-75.8601915219 42.9338394407),other
"Tilden, Governor Samuel J., Monument",Columbia,7/14/06,05NR05542,-73.38564067,42.47496051,POINT (-73.3856406698 42.4749605139),other
Rome Elks Lodge No. 96,Oneida,6/5/13,13NR06444,-75.45727496,43.21281611,POINT (-75.45727496 43.2128161112),other
LETTIE G. HOWARD (Schooner),New York,9/7/84,90NR00827,-74.00200686,40.70505056,POINT (-74.0020068597 40.7050505639),other
Richmond Aqueduct and adjacent Erie Canal features,Cayuga,12/9/05,05NR05442,-76.71156588,43.01001744,POINT (-76.7115658781 43.0100174395),other
James Baldwin Residence,New York,9/3/19,19NR00041,-73.98038373,40.77744519,POINT (-73.9803837308 40.7774451899),other
The Calumet,Erie,11/29/10,10NR06152,-78.87494822,42.8901868,POINT (-78.8749482218 42.8901867998),other
Liberty Tower,New York,9/15/83,90NR00847,-74.00938086,40.7088524,POINT (-74.0093808586 40.7088523991),other
Rainey Memorial Gates,Bronx,3/16/72,90NR00033,-73.87746097,40.85500017,POINT (-73.8774609675 40.8550001687),other
Galloo Island Light,Jefferson,8/4/83,90NR01133,-76.4444574,43.88860483,POINT (-76.4444574006 43.8886048256),other
"210 East 68th Street, Building at",New York,6/16/05,04NR05408,-73.96212521,40.76679831,POINT (-73.962125213 40.7667983063),other
New York Amsterdam News Building,New York,5/11/76,90NR00709,-73.94356415,40.81488967,POINT (-73.9435641462 40.8148896698),other
"Sidewalk Clock at 200 5th Avenue, Manhattan",New York,4/18/85,90NR00668,-73.98938712,40.74198036,POINT (-73.9893871218 40.7419803552),other
Belhurst Castle,Ontario,1/29/87,90NR01982,-76.97622654,42.83888401,POINT (-76.9762265416 42.8388840126),other
"Sixth Street, Building at 104",Nassau,11/14/78,91NR00202,-73.63666646,40.72256531,POINT (-73.6366664578 40.722565307),other
Potsdam Civic Center,St. Lawrence,5/3/16,15NR00120,-74.98304461,44.66944403,POINT (-74.983044609 44.6694440273),other
"Maples, The",Dutchess,7/9/87,90NR00457,-73.91543701,41.93598575,POINT (-73.9154370054 41.9359857458),other
Nuits,Westchester,4/18/77,90NR02539,-73.87457179,41.02489018,POINT (-73.8745717924 41.0248901827),other
Chevra Torah Anshei Radishkowitz,Kings,7/29/21,21NR00030,-73.91370462,40.66710221,POINT (-73.9137046151 40.6671022061),other
Pioneer Building,Westchester,12/29/83,90NR02485,-73.78200127,40.90931948,POINT (-73.7820012746 40.9093194845),other
"Main Building, Vassar College",Dutchess,9/19/73,90NR00320,-73.89522439,41.68686613,POINT (-73.8952243914 41.6868661271),other
Graycliff,Erie,10/1/98,98NR01293,-78.97209741,42.71218571,POINT (-78.9720974095 42.7121857125),other
Central Trust Company Building,Monroe,2/14/12,11NR06229,-77.61170636,43.15491727,POINT (-77.6117063619 43.1549172669),other
Niagara Reservation,Niagara,10/15/66,90NR01961,-79.06369185,43.08195499,POINT (-79.0636918502 43.0819549869),other
Whiteface Veterans Memorial Highway Complex,Essex,10/10/08,03NR05147,-73.89304211,44.37514299,POINT (-73.8930421104 44.3751429892),other
La Farge Land Office,Jefferson,6/28/96,96NR00962,-75.96738174,44.19315114,POINT (-75.9673817382 44.1931511418),other
Madison Barracks,Jefferson,11/21/74,90NR01189,-76.10936161,43.95249098,POINT (-76.109361608 43.9524909844),other
Sunnyslope,Bronx,9/15/83,90NR00058,-73.88685221,40.81717315,POINT (-73.8868522088 40.8171731496),other
Mexico Railroad Depot,Oswego,6/20/91,91NR00024,-76.23194279,43.46899877,POINT (-76.2319427903 43.468998773),other
Stone Grist Mill Complex,Montgomery,2/23/96,95NR00880,-74.69633978,43.00451198,POINT (-74.6963397797 43.0045119798),other
1964-1965 New York WorldΓÇÖs Fair Carousel,Queens,2/23/16,15NR00041,-73.84927699,40.74330502,POINT (-73.8492769938 40.7433050175),other
Eagle Island Camp,Franklin,4/3/87,90NR00499,-74.33339376,44.27660045,POINT (-74.3333937645 44.2766004485),other
Pier 57,New York,8/11/04,04NR05213,-74.01030768,40.74356818,POINT (-74.0103076801 40.7435681794),other
Wave Hill,Bronx,9/9/83,90NR00055,-73.91243716,40.89889578,POINT (-73.9124371578 40.8988957826),other
"Hilton Avenue, Building at 40",Nassau,11/14/78,91NR00220,-73.6376877,40.72112904,POINT (-73.6376876959 40.7211290404),other
Stony Brook Grist Mill,Suffolk,8/3/90,91NR00050,-73.14609596,40.91356546,POINT (-73.1460959637 40.9135654591),other
Kingsway Jewish Center,Kings,2/12/10,09NR06025,-73.94519871,40.61508218,POINT (-73.94519871 40.6150821777),other
Willard Asylum for the Chronic Insane,Seneca,3/7/75,90NR02208,-76.87692116,42.67514092,POINT (-76.8769211637 42.6751409225),other
Watkins Glen Grand Prix Road Course,Schuyler,11/25/02,02NR01934,-76.88922285,42.3715161,POINT (-76.8892228459 42.371516104),other
Southold Milestone 7,Suffolk,5/15/17,17NR00010,-72.5614099,40.96957865,POINT (-72.5614098981 40.9695786544),other
ELMWOOD,Livingston,2/24/15,14NR06598,-77.93084894,42.58166786,POINT (-77.9308489356 42.5816678587),other
Main Garage Company,Erie,,20NR00024,-78.85965549,42.92097149,POINT (-78.859655492 42.9209714931),other
"Daisy Flour Mill, Inc.",Monroe,6/26/72,90NR01473,-77.51150958,43.14615892,POINT (-77.5115095767 43.1461589192),other
EDWARD M. COTTER (Fireboat),Erie,6/28/96,97NR01143,-78.87282216,42.87219882,POINT (-78.8728221584 42.8721988215),other
Corbin Building,New York,12/18/03,03NR05151,-74.00912565,40.71019802,POINT (-74.0091256508 40.7101980211),other
Young Men's Christian Association Central Building,Erie,9/8/83,91NR00063,-78.87562493,42.88778247,POINT (-78.875624929 42.8877824736),other
Land of Clover,Suffolk,8/9/93,91NR00109,-73.18655814,40.91338766,POINT (-73.1865581377 40.9133876612),other
Warren Masonic Lodge #32,Dutchess,6/5/07,06NR05619,-73.80371826,41.87839141,POINT (-73.8037182631 41.8783914111),other
Rensselaer and Saratoga Railroad: Green Island Car Shops,Albany,5/24/73,90NR02833,-73.69166471,42.75143061,POINT (-73.6916647053 42.7514306068),other
Smithville Valley Grange No. 1397,Chenango,8/6/98,98NR01391,-75.80869238,42.39840256,POINT (-75.8086923796 42.3984025591),other
Peekskill Freight Depot,Westchester,10/27/04,01NR01773,-73.92947349,41.28772678,POINT (-73.9294734889 41.2877267826),other
Irwin Brothers Store,Jefferson,9/15/83,90NR01147,-75.97595421,44.11295881,POINT (-75.9759542083 44.1129588129),other
"Cohen, H. C., Company Building--Andrews Building",Monroe,10/4/85,90NR01487,-77.60923532,43.15993892,POINT (-77.6092353211 43.1599389177),other
National Biscuit Company Complex,Albany,11/6/20,20NR00067,-73.74870152,42.65824597,POINT (-73.7487015167 42.6582459749),other
Coolidge Stores Building,Madison,1/26/01,01NR01735,-75.55146156,42.88907261,POINT (-75.5514615587 42.8890726071),other
Clarendon Stone Store,Orleans,5/9/12,12NR06326,-78.06470006,43.19384395,POINT (-78.064700059 43.1938439491),other
"Best, Christopher S., Residence & Office",Schoharie,8/15/01,01NR01731,-74.33277345,42.59627271,POINT (-74.3327734517 42.5962727063),other
"Fifth Street, Building at 94",Nassau,11/14/78,91NR00193,-73.63842328,40.72084205,POINT (-73.6384232823 40.7208420519),other
Sloop Clearwater,Dutchess,5/4/04,03NR05148,-73.94105459,41.70574034,POINT (-73.941054592 41.7057403414),other
Hoeffer Residence,Onondaga,2/14/97,96NR01119,-76.10946414,43.04421497,POINT (-76.1094641417 43.0442149702),other
"Prince, Henry W., Building",Suffolk,2/24/05,04NR05393,-72.42748023,41.06498106,POINT (-72.4274802305 41.064981059),other
White Residence,Onondaga,2/14/97,96NR01123,-76.17215808,43.0259396,POINT (-76.172158081 43.0259396048),other
"East 66th Street, building at 45",New York,5/6/80,90NR00696,-73.96780055,40.76804806,POINT (-73.967800548 40.7680480633),other
Emerson Place,Jefferson,4/18/03,02NR04955,-75.89949817,43.97300195,POINT (-75.8994981723 43.9730019459),other
"Eshelman, J., and Company Store",Erie,5/6/82,90NR01200,-78.63758114,43.01061702,POINT (-78.6375811371 43.0106170227),other
Paddock Building,Franklin,11/7/76,90NR00505,-74.29414457,44.84860518,POINT (-74.2941445749 44.8486051823),other
"Benevolent and Protective Order of Elks, Lodge #878",Queens,11/19/14,14NR06579,-73.88114957,40.73690301,POINT (-73.8811495713 40.7369030076),other
"General Electric Tower, 535 Washington Street",Erie,9/12/08,04NR05349,-78.87157359,42.88868796,POINT (-78.8715735882 42.8886879602),other
Rockefeller Center,New York,12/23/87,90NR00954,-73.9790439,40.75892033,POINT (-73.9790438998 40.7589203338),other
Chatsworth Apartments and Annex,New York,,95NR00887,-73.98643019,40.78020746,POINT (-73.9864301912 40.7802074552),other
Brookside,Saratoga,5/21/75,90NR02608,-73.85520126,43.00210318,POINT (-73.8552012627 43.0021031848),other
FATHER FRANCIS P. DUFFY STATUE AND DUFFY SQUARE,New York,3/12/01,01NR01728,-73.98497193,40.75907746,POINT (-73.98497193 40.7590774589),other
"Sembrich, Marcella, Opera Museum",Warren,7/19/02,99NR01457,-73.66039768,43.54737611,POINT (-73.6603976821 43.5473761076),other
General Electric Building,New York,1/28/04,03NR05155,-73.97240559,40.75708602,POINT (-73.9724055852 40.7570860208),other
Castle Williams,New York,7/31/72,90NR00800,-74.01934176,40.6928327,POINT (-74.0193417593 40.692832702),other
Maple Lawn,Orange,6/28/84,90NR02307,-74.01158919,41.52384771,POINT (-74.0115891933 41.5238477105),other
"Masonic Temple, Newport Lodge No. 455 F. & A.M.",Herkimer,1/13/10,08NR05965,-75.01278749,43.18381725,POINT (-75.0127874885 43.1838172547),other
Ingleside Home,Erie,5/25/18,17NR00100,-78.86306981,42.91908622,POINT (-78.8630698087 42.9190862217),other
Northbrook Lodge,Franklin,4/7/14,13NR06515,-74.23769807,44.44836483,POINT (-74.2376980654 44.4483648293),other
Rest Haven,Orange,6/26/17,17NR00015,-74.19547891,41.3286561,POINT (-74.1954789071 41.3286560961),other
"Anthony, Levi, Building",Jefferson,9/27/85,90NR01166,-76.33025709,44.12940274,POINT (-76.330257092 44.1294027437),other
Ormsby--Laughlin Textile Companies Mill,Saratoga,3/20/86,90NR02614,-73.68358354,42.78842013,POINT (-73.6835835427 42.7884201319),other
"Crowell, J.B., and Son Brick Mould Mill Complex",Ulster,6/30/83,90NR01084,-74.19630221,41.62382363,POINT (-74.1963022077 41.6238236311),other
Essex County Fairgrounds,Essex,9/7/05,02NR05038,-73.44805089,44.18681753,POINT (-73.4480508915 44.1868175339),other
"Hunt, George and John R., Memorial Building",Ulster,1/14/05,04NR05228,-74.39356284,41.71721916,POINT (-74.3935628369 41.7172191571),other
Bolton Priory,Westchester,6/28/74,90NR02547,-73.79447555,40.88613525,POINT (-73.7944755466 40.8861352473),other
Taylor Signal Company,Erie,5/27/14,13NR06528,-78.87907845,42.94466818,POINT (-78.8790784464 42.9446681754),other
The Karnak Flats,Erie,12/13/16,16NR00040,-78.88133468,42.89330512,POINT (-78.8813346785 42.8933051187),other
Peachcroft,Orange,3/10/95,95NR00764,-74.21516762,41.54443457,POINT (-74.2151676227 41.5444345739),other
Truxton Depot,Cortland,9/25/08,03NR05138,-76.03017396,42.710851,POINT (-76.030173955 42.7108510007),other
"Birches, The",Putnam,11/23/82,90NR02364,-73.94334703,41.37540111,POINT (-73.9433470333 41.375401112),other
"Tubman, Harriet, Residence",Cayuga,4/2/99,98NR01420,-76.56126197,42.91097133,POINT (-76.5612619656 42.9109713275),other
Union Block,Livingston,2/10/00,98NR01332,-77.94252603,42.58108464,POINT (-77.9425260255 42.5810846436),other
Lower Mill,Monroe,6/5/73,90NR01529,-77.58806878,42.95490781,POINT (-77.5880687771 42.9549078091),other
Knickerbocker Press Building,Westchester,5/11/00,00NR01581,-73.78980786,40.9058727,POINT (-73.7898078626 40.9058726962),other
Cooper Union,New York,10/15/66,90NR00868,-73.99047267,40.72937703,POINT (-73.9904726747 40.7293770307),other
"West, George, Residence",Saratoga,4/20/05,04NR05335,-73.92796033,43.06692956,POINT (-73.9279603343 43.0669295647),other
Association of the Bar of the City of New York,New York,1/3/80,90NR00601,-73.98217337,40.75536182,POINT (-73.9821733653 40.7553618163),other
Empire State Building,New York,11/17/82,90NR00915,-73.98571064,40.74846153,POINT (-73.9857106398 40.7484615339),other
Sherrewogue,Suffolk,,91NR00130,-73.16787687,40.90324281,POINT (-73.1678768683 40.903242809),other
Welsh Residence,Onondaga,2/14/97,96NR01121,-76.12271225,43.03577475,POINT (-76.1227122467 43.0357747506),other
Miller Corset/Labelon,Ontario,8/27/20,20NR00026,-77.28225537,42.88707431,POINT (-77.2822553705 42.8870743146),other
240 Broadway,Kings,4/22/21,20NR00056,-73.95997886,40.7088221,POINT (-73.9599788557 40.7088221035),other
Eustatia,Dutchess,2/26/79,90NR00435,-73.98318828,41.51344335,POINT (-73.9831882801 41.5134433503),other
R.E. Dietz Building,Onondaga,10/22/18,18NR00039,-76.16401071,43.05033718,POINT (-76.1640107063 43.0503371758),other
"Delaware and Hudson Canal, Roebling Aqueduct",Sullivan,11/24/68,94NR00587,-74.98488078,41.48249074,POINT (-74.9848807816 41.482490744),other
Crescent Corset Company Building,Cortland,6/21/16,16NR00016,-76.17926979,42.59408046,POINT (-76.1792697853 42.5940804583),other
Sagamore,Hamilton,1/11/76,90NR00577,-74.62916041,43.7644141,POINT (-74.6291604085 43.7644140957),other
