OBJECTID,City,Block,Lot,Street & Number,BBL,Property Name,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area,Type,County
179,Manhattan,557,8,804 Broadway,1005570008,Grace Church Rectory,LP-00204,"Borough of Manhattan Tax Map Block 557, Lot 8.",Designated,,3/15/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0204.pdf,425.8065195,8492.455897,church,New York
195,Manhattan,859,6,11-13 East 29th Street,1008590006,Expanded Site of the Church of the Transfiguration,LP-02133,"Amended Landmark Site to include Borough of Manhattan Tax Map Block 859, Lot 12 in part, consisting of the land under the chancel.",Designated,also known as the Little Church around the Corner,7/26/05,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2133.pdf,548.0962487,16509.64719,church,New York
209,Manhattan,822,1,Sixth Avenue at West 20th Street,1008220001,Church of the Holy Communion Complex,LP-00216,"Borough of Manhattan Tax Map Block 822, Lot 1.",Designated,,4/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0216.pdf,516.6377113,14590.11437,church,New York
223,Manhattan,877,89,281 Park Avenue South,1008770089,Church Missions House,LP-01044,"Borough of Manhattan Tax Map Block 877, Lot 89.",Designated,now the Protestant Welfare Agencies Building,9/11/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1044.pdf,315.9448419,6223.295005,church,New York
236,Manhattan,822,8,47 West 20th Street,1008220008,Church of the Holy Communion Rectory,LP-00217,"Borough of Manhattan Tax Map Block 822, Lot 8.",Designated,,4/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0217.pdf,270.8317766,2887.937622,church,New York
268,Manhattan,280,22,61 Henry Street,1002800022,Northern Reformed Church,LP-00094,"Borough of Manhattan Tax Map Block 280, Lot 22.",Designated,"also known as the Market Street Reformed Church, later the Sea and Land Church, now the First Chinese Presbyterian Church",1/18/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0094.pdf,439.8402643,12019.79624,church,New York
327,Manhattan,279,25,32 James Street,1002790025,Saint James Roman Catholic Church,LP-00092,"Borough of Manhattan Tax Map Block 279, Lot 25.",Designated,,1/18/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0092.pdf,461.982168,11067.31339,church,New York
338,Manhattan,831,33,272 Fifth Avenue,1008310033,Marble Collegiate Church,LP-00234,"Borough of Manhattan, Tax Map Block 831, Lot 33.",Designated,,1/11/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0234.pdf,518.755866,16318.88751,church,New York
343,Manhattan,88,11,22 Barclay Street,1000880011,Saint Peter's Roman Catholic Church,LP-00078,"Borough of Manhattan Tax Map Block 88, Lot 11.",Designated,,12/21/65,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0078.pdf,459.9861585,12993.59848,church,New York
347,Manhattan,49,1,Broadway at Wall Street,1000490001,Trinity Church and Graveyard,LP-00048,"Borough of Manhattan Tax Map Block 49, Lot 1.",Designated,,8/16/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0048.pdf,1315.616966,101840.9373,church,New York
375,Manhattan,279,69,12 Oliver Street,1002790069,Oliver Street Baptist Church,LP-00093,"Borough of Manhattan Tax Map Block 279, Lot 69.",Designated,now Mariners' Temple,2/1/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0093.pdf,448.5907614,11602.15713,church,New York
382,Manhattan,859,5,1 East 29th Street,1008590005,Rectory of the Church of the Transfiguration,LP-00471,"Borough of Manhattan Tax Map Block 859, Lot 5.",Designated,also known as the Little Church around the Corner,5/25/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0471.pdf,253.8483479,2449.687849,church,New York
389,Manhattan,336,17,7-13 Bialystoker Place,1003360017,Willett Street Methodist Episcopal Church,LP-00181,"Borough of Manhattan Tax Map Block 336, Lot 17.",Designated,now Bialystoker Synagogue,4/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0181.pdf,350.8951141,7498.627679,church,New York
391,Manhattan,53,3,103 Washington Street,1000530003,Saint George's Syrian Catholic Church,LP-02167,"Borough of Manhattan Tax Map Block 53, Lot 3",Designated,,7/14/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2167.pdf,236.7377084,2350.890117,church,New York
411,Manhattan,541,23,55 Washington Square South,1005410023,Judson Memorial Church,LP-00196,"Borough of Manhattan Tax Map Block 541, Lot 23.",Designated,,5/17/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0196.pdf,378.7656929,7779.788468,church,New York
472,Manhattan,1410,53,1067-1071 Lexington Avenue,1014100053,Saint Jean Baptiste Church,LP-00420,"Borough of Manhattan Tax Map Block 1410, Lot 53.",Designated,,11/19/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0420.pdf,608.0211365,20808.7843,church,New York
478,Manhattan,164,37,25 Mott Street,1001640037,Zion English Lutheran Church,LP-00085,"Borough of Manhattan Tax Map Block 164, Lot 37.",Designated,now the Church of the Transfiguration,2/1/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0085.pdf,460.1374977,12197.26199,church,New York
482,Manhattan,1913,1,151 West 128th Street,1019130001,Metropolitan Baptist Church,LP-01134,"Borough of Manhattan Tax Map Block 1913, Lot 1.",Designated,originally the New York Presbyterian Church,2/3/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1134.pdf,410.2615866,10519.24048,church,New York
491,Manhattan,1217,1,165 West 86th Street,1012170001,West Park Presbyterian Church,LP-02338,"Borough of Manhattan Tax Map Block 1217, Lot 1",Designated,,1/12/10,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2338.pdf,473.1123039,11357.16961,church,New York
492,Manhattan,1550,35,312-316 East 88th Street,1015500035,Church of the Holy Trinity and Saint Christopher House,LP-00446,"Borough of Manhattan Tax Map Block 1550, Lot 35.",Designated,,2/15/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0446.pdf,805.7787416,27813.74457,church,New York
499,Manhattan,1752,1,2067 Fifth Avenue,1017520001,Saint Andrew's Church,LP-00294,"Borough of Manhattan Tax Map Block 1752, Lot 1.",Designated,,4/12/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0294.pdf,527.4108437,16568.37518,church,New York
507,Manhattan,1633,61,120 East 106th Street,1016330061,Saint Cecilia's Church,LP-00933,"Borough of Manhattan Tax Map Block 1633, Lot 61.",Designated,,9/14/76,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0933.pdf,506.6305554,11779.05334,church,New York
512,Manhattan,1269,30,Fifth Avenue at West 53rd Street,1012690030,Saint Thomas Church and Parish House,LP-00260,"Borough of Manhattan Tax Map Block 1269, Lot 30.",Designated,,10/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0260.pdf,710.7970175,24459.96781,church,New York
514,Manhattan,1921,51,140 West 137th Street,1019210051,Mother African Methodist Episcopal Zion Church,LP-01849,"Borough of Manhattan Tax Map Block 1921, Lot 51.",Designated,,7/13/93,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1849.pdf,426.986279,10394.21629,church,New York
516,Manhattan,1832,29,1 West 96th Street,1018320029,"First Church of Christ, Scientist",LP-00833,"Borough of Manhattan Tax Map Block 1832, Lot 29",Designated,,7/23/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0833.pdf,523.6757276,16622.85307,church,New York
535,Manhattan,1234,7502,540 West End Avenue,1012347502,Saint Paul's Methodist Episcopal Church and Parish House,LP-01126,"Borough of Manhattan Tax Map Block 1234, Lot 1.",Designated,now the Church of Saint Paul and Saint Andrew,11/24/81,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1126.pdf,519.3124314,16129.93367,church,New York
552,Manhattan,1983,11,517-523 West 126th Street,1019830011,"St. Mary's Protestant Episcopal Church, Parish House, and Sunday School",LP-01981,"Borough of Manhattan Tax Map Block 1983, Lot 11.",Designated,,5/19/98,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1981.pdf,450.7267949,12879.59667,church,New York
560,Manhattan,1720,66,18 West 122nd Street,1017200066,Rectory of Saint Martin's Episcopal Church,LP-00292,Borough of Manhattan Tax Map Block 1720 Lot 66.,Designated,,7/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0292.pdf,141.2450785,873.934123,church,New York
616,Manhattan,1948,41,308 West 122nd Street,1019480041,Mount Olive Fire Baptized Holiness Church,LP-02320,"Borough of Manhattan Tax Map Block 1948, Lot 41.",Designated,formerly the Second Reformed Presbyterian Church,6/23/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2320.pdf,305.0106598,5056.846355,church,New York
620,Manhattan,1939,40,214 West 134th Street,1019390040,Saint Philip's Protestant Episcopal Church,LP-01846,"Borough of Manhattan Tax Map Block 1939, Lot 40.",Designated,,7/13/93,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1846.pdf,614.9193016,18075.28413,church,New York
626,Manhattan,1550,34,332 East 88th Street,1015500034,Parsonage of the Church of the Holy Trinity,LP-00447,"Borough of Manhattan Tax Map Block 1550, Lot 34.",Designated,,2/15/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0447.pdf,165.2515275,1404.189077,church,New York
653,Manhattan,2058,33,467 West 142nd Street,1020580033,Our Lady of Lourdes Roman Catholic Church,LP-00892,"Borough of Manhattan Tax Map Block 2058, Lot 33.",Designated,,7/22/75,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0892.pdf,358.2992598,7831.022698,church,New York
684,Manhattan,1305,1,Park Avenue at East 50th Street,1013050001,Saint Bartholomew's Church and Community House,LP-00275,"Borough of Manhattan Tax Map Block 1305, Lot 1.",Designated,,3/16/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0275.pdf,908.4929748,48414.15742,church,New York
703,Manhattan,437,25,288 East 10th Street,1004370025,Saint Nicholas of Myra Orthodox Church,LP-02312,"Borough of Manhattan Tax Block 437, Lot 25.",Designated,originally the Memorial Chapel of Saint Mark's Parish,12/16/08,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2312.pdf,341.1849682,6356.046594,church,New York
710,Manhattan,1908,9,147 West 123rd Street,1019080009,Saint Paul's German Evangelical Lutheran Church,LP-01844,"Borough of Manhattan Tax Map Block 1908, Lot 9.",Designated,now Greater Metropolitan Baptist Church,3/8/94,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1844.pdf,357.7676631,7792.659017,church,New York
722,Manhattan,2006,52,132 West 138th Street,1020060052,Abyssinian Baptist Church and Community House,LP-01851,"Borough of Manhattan Tax Map Block 2006, Lot 52.",Designated,,7/13/93,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1851.pdf,497.8018777,14944.61684,church,New York
748,Manhattan,1720,67,230 Lenox Avenue,1017200067,Saint Martin's Episcopal Church,LP-00293,"Borough of Manhattan Tax Map Block 1720, Lot 67.",Designated,,7/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0293.pdf,507.6474573,14535.73913,church,New York
751,Manhattan,1938,124,209-217 West 132nd Street,1019380124,Saint Aloysius Roman Catholic Church,LP-02164,"Borough of Manhattan Tax Map Block 1938, Lot 124.",Designated,,1/30/07,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2164.pdf,410.7142773,9587.776659,church,New York
1026,Manhattan,1754,0,47 East 129th Street,0,Church of All Saints Complex,LP-02165,"Borough of Manhattan Tax Map Block 1754, Lots 20 and 24.",Designated,,1/30/07,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2165.pdf,678.5044363,25162.69147,church,New York
1047,Manhattan,557,1,800 Broadway,1005570001,Grace Church,LP-00203,"Borough of Manhattan Tax Map Block 557, Lot 1.",Designated,,3/15/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0203.pdf,933.893212,37727.40098,church,New York
1054,Manhattan,1131,31,8 Columbus Avenue,1011310031,Church of Saint Paul the Apostle,LP-02260A,"Borough of Manhattan Tax Map Block 1131, Lot 31 in part, consisting of the land beneath the Church of St. Paul the Apostle, including the West 60th Street areaway.",Designated,,7/23/13,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2260A.pdf,835.3797701,34614.71099,church,New York
1061,Manhattan,455,24,334 East 14th Street,1004550024,First German Baptist Church,LP-02475,"Manhattan Block 455, Lot 24 in part, beginning at a point at the northwest corner of lot 24, proceeding south along the western lot line for 69 feet 8 inches, then east at a 90 degree angle through the lot to the eastern lot line, then north along the ea",Designated,later Ukranian Autocephalic Church of St.,10/28/14,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2475.pdf,257.9607595,4131.249898,church,New York
1077,Manhattan,2143,38,21 Wadsworth Avenue,1021430038,Fort Washington Presbyterian Church,LP-02337,"Borough of Manhattan Tax Map Block 2143, Lot 38 in part, excluding the Sunday School",Designated,,5/12/09,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2337.pdf,420.5136567,8614.398088,church,New York
1166,Manhattan,751,76,300 Ninth Avenue,1007510076,Church of the Holy Apostles,LP-00231,"Borough of Manhattan Tax Map Block 751, Lot 76.",Designated,,10/19/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0231.pdf,516.4201939,15013.04819,church,New York
1193,Manhattan,1400,20,869 Lexington Avenue and 141-151 East 65th Street,1014000020,Church of Saint Vincent Ferrer Complex,LP-00416,"Borough of Manhattan Tax Map Block 1400, Lot 20 in part, consisting of the land on which the described building is situated.",Designated,,2/28/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0416.pdf,685.2318388,22296.61738,church,New York
1195,Manhattan,1495,33,980 Park Avenue,1014950033,Church of Saint Ignatius Loyola,LP-00431,"Borough of Manhattan Tax Map Block 1495, Lot 33 in part, consisting of the land on which the described building is situated.",Designated,,3/4/69,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0431.pdf,610.8402298,17951.95055,church,New York
1196,Manhattan,859,6,1 East 29th Street,1008590006,Church of the Transfiguration,LP-00470,"Borough of Manhattan Tax Map Block 859, Lot 6.",Amended,also known as the Little Church around the Corner,5/25/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0470.pdf,506.2763367,15472.50262,church,New York
1248,Manhattan,865,0,205 and 209 Madison Avenue,0,Church of the Incarnation and Rectory,LP-01046,"Borough of Manhattan Tax Map Block 865, Lot 18 and 19.",Designated,,9/11/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1046.pdf,512.9913173,15703.5933,church,New York
1313,Manhattan,1991,32,490-498 Riverside Drive,1019910032,The Riverside Church,LP-02037,"Borough of Manhattan Tax Map Block 1991, lot 32, in part, consisting of the land on which the 1928-30 church, tower, chapel, and ""cloister"" passage extending to Claremont Avenue, are situated.",Designated,,5/16/00,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2037.pdf,999.9582625,31953.02874,church,New York
1343,Manhattan,884,30,151 East 28th Street,1008840030,Saint Stephen's Church,LP-02259,"Borough of Manhattan Tax Map Block 884, lot 30 in part, consisting of the land on which the church is situated.",Designated,also known as the Church of Our Lady of the Scapular and Saint Stephen,10/28/08,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2259.pdf,632.0069367,15466.96341,church,New York
1344,Manhattan,1131,31,8 Columbus Avenue,1011310031,Church of Saint Paul the Apostle,LP-02260,"Borough of Manhattan Tax Map Block 1131, Lot 31",Amended,,6/25/13,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2260.pdf,889.3351461,39388.88866,church,New York
1371,Manhattan,1871,0,201 West 99th Street and 225 West 99th Street,0,"St. Michael's Episcopal Church, Parish House and Rectory",LP-02281,"Borough of Manhattan Tax Map Block 1871, Lots 24 and 29",Designated,,4/12/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2281.pdf,767.6328468,31361.06732,church,New York
1377,Manhattan,1966,67,401-403 West 125th Street,1019660067,Church of St. Joseph of the Holy Family,LP-00303,"Borough of Manhattan Tax Map Block 1966, Lot 67 in part. See desgination report for entire site description",Designated,,6/28/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0303.pdf,404.0025665,8300.935466,church,New York
1380,Manhattan,1645,7,121 (115 - 125) East 117th Street,1016450007,Saint Paul Roman Catholic Church,LP-00291,"Borough of Manhattan Tax Map Block 1645, Lot 7 in part. See designation report for entire site description",Designated,,6/28/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0291.pdf,572.0822291,20128.6566,church,New York
0,Manhattan,1308,7501,601 Lexington Avenue,1013087501,Citicorp Center (now 601 Lexington Avenue) including Saint Peter's Church,LP-02582,"Borough of Manhattan Tax Map Block 1308, Lot 7501",Designated,,12/6/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2582.pdf,1252.398547,76225.83625,church,New York
0,Manhattan,0,0,"1047 Amsterdam Avenue (aka 1021-1061 Amsterdam Avenue and 419 West 110th Street [Cathedral Parkway]),",0,Cathedral Church of St. John the Divine and the Cathedral Close,LP-02585,Too long,Designated,,2/21/17,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2585.pdf,2912.845898,409260.7637,church,New York
25202,Manhattan,1443,37,346 East 69th Street,1014430037,First Hungarian Reformed Church,LP-02601,"Borough of Manhattan Tax Map Block 1443, Lot 37",Designated,,6/11/19,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2601.pdf,223.5735756,2575.146927,church,New York
0,Manhattan,2176,30,715 West 179th Street (aka 715-721 West 179th Street; 426-434 Fort Washington Avenue),1021760030,Holyrood Episcopal Church-Iglesia Santa Cruz,LP-02649,"Borough of Manhattan, Tax Map Block 2176, Lot 30",Designated,,5/18/21,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2649.pdf,551.8818477,17872.86563,church,New York
154,Manhattan,463,15,12 Saint Mark's Place,1004630015,German-American Shooting Society Clubhouse,LP-02094,"Borough of Manhattan Tax Map Block 463, Lot 15.",Designated,,6/26/01,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2094.pdf,296.1906986,3174.477299,club,New York
197,Manhattan,1259,54,30-32 West 44th Street,1012590054,Yale Club of New York City Building,LP-02379,"Borough of Manhattan Tax Map Block 1259, Lot 54.",Designated,now Penn Club of New York,2/9/10,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2379.pdf,307.2857395,5172.635325,club,New York
198,Manhattan,875,70,15 Gramercy Park South,1008750070,The National Arts Club,LP-00223,"Borough of Manhattan Tax Map Block 875, Lot 70.",Designated,designated as the National Arts Club,3/15/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0223.pdf,507.8310278,11578.04007,club,New York
206,Manhattan,860,16,120 Madison Avenue,1008600016,Colony Club,LP-00236,"Borough of Manhattan Tax Map Block 860, Lot 16.",Designated,now the American Academy of Dramatic Arts,5/17/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0236.pdf,344.2772456,7258.555685,club,New York
233,Manhattan,1260,16,37 West 44th Street,1012600016,New York Yacht Club Building,LP-01019,"Borough of Manhattan Tax Map Block 1260, Lot 16.",Designated,,9/11/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1019.pdf,360.225456,7960.647423,club,New York
249,Manhattan,841,69,32 East 40th Street,1008410069,Engineers' Club Building,LP-02429,"Borough of Manhattan Tax Map Block 841, Lot 69.",Designated,,3/22/11,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2429.pdf,303.4950998,5110.48959,club,New York
270,Manhattan,862,25,29 East 32nd Street,1008620025,Grolier Club,LP-00597,"Borough of Manhattan Tax Map Block 862, Lot 25.",Designated,,8/18/70,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0597.pdf,262.7252757,2636.762083,club,New York
328,Manhattan,866,42,38 East 37th Street,1008660042,Union League Club,LP-02389,"Borough of Manhattan Tax Map Block 866, Lot 42",Designated,,10/25/11,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2389.pdf,473.0720593,13413.99096,club,New York
457,Manhattan,1270,34,1 West 54th Street,1012700034,University Club,LP-00263,"Borough of Manhattan Tax Map Block 1270, Lot 34.",Designated,,1/11/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0263.pdf,805.8071256,25191.72014,club,New York
546,Manhattan,996,46,128 West 44th Street,1009960046,Lambs Club,LP-00859,"Borough of Manhattan Tax Map Block 996, Lot 46.",Designated,,9/24/74,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0859.pdf,357.3989796,7833.797878,club,New York
593,Manhattan,1375,1,1-11 East 60th Street,1013750001,Metropolitan Club Building,LP-01020,"Borough of Manhattan Tax Map Block 1375, Lot 1.",Designated,,9/11/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1020.pdf,682.2484282,25022.49417,club,New York
605,Manhattan,1259,29,7 West 43rd Street,1012590029,Century Association Clubhouse,LP-00257,"Borough of Manhattan Tax Map Block 1259, Lot 29.",Designated,,1/11/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0257.pdf,398.6961409,9927.770313,club,New York
676,Manhattan,915,26,243 East 34th Street,1009150026,Civic Club,LP-00980,"Borough of Manhattan Tax Map Block 915, Lot 26.",Designated,now Estonian House,3/28/78,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0980.pdf,253.0196606,2493.80339,club,New York
765,Manhattan,15,7502,19 West Street,1000157502,Downtown Athletic Club Building,LP-02075,"Borough of Manhattan Tax Map Block 15, Lot 19",Designated,,11/14/00,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2075.pdf,524.9609791,14367.18883,club,New York
788,Manhattan,1288,33,370 Park Avenue,1012880033,Racquet and Tennis Club Building,LP-01000,"Borough of Manhattan Tax Map Block 1288, Lot 33.",Designated,,5/8/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1000.pdf,631.5598872,22093.52407,club,New York
805,Manhattan,1376,69,2 East 62nd Street,1013760069,Knickerbocker Club Building,LP-01025,"Borough of Manhattan Tax Map Block 1376, Lot 69.",Designated,,9/11/79,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1025.pdf,410.2175743,8656.774813,club,New York
1169,Manhattan,1260,20,27 West 44th Street,1012600020,Harvard Club of New York City,LP-00259,"Borough of Manhattan Tax Map Block 1260, Lot 20.",Designated,,1/11/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0259.pdf,634.8057175,21885.81092,club,New York
0,Manhattan,1279,28,50 Vanderbilt Avenue,1012790028,Yale Club of New York City,LP-02579,"Borough of Manhattan Tax Map Block 1279, Lot 28",Designated,,11/22/16,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2579.pdf,411.9720171,10582.41696,club,New York
364,Manhattan,1044,22,314 West 54th Street,1010440022,Eleventh District Municipal Court/Seventh District Magistrates' Court,LP-01575,"Borough of Manhattan Tax Map Block 1044, Lot 22.",Designated,now Midtown Community Court,6/6/89,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1575.pdf,506.9339657,9979.810372,district,New York
1291,Manhattan,1459,0,"1168-1200 First Avenue, 401-423 East 64th Street, and 402-416 East 65th Street",0,"City and Suburban Homes Company, First Avenue Estate",LP-01692,"Borough of Manhattan Tax map Block 1459, Lots 1, 10, 22, and 30.",Amended,,4/24/90,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1692.pdf,1438.537124,104592.7522,estate,New York
1292,Manhattan,1459,0,429 East 64th Street and 430 East 65th Street,0,"Amendment to City & Suburban Homes Company, First Avenue Estate: 429 East 64th Street and 430 East 65th Street",LP-01692A,"Borough of Manhattan Tax map Block 1459, Lots 1, 10, 22, and 30.",Designated,,11/21/06,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1692A.pdf,1638.537494,124826.001,estate,New York
1293,Manhattan,1490,0,"1470-1492 York Avenue, 501-555 East 78th Street, and 502-540 East 79th Street",0,"City and Suburban Homes Company, Avenue A (York Avenue) Estate",LP-01694,"Borough of Manhattan Tax Map Block 1490, Lots 1, 9, 10, 15, 19, 23, 28, 30, 32, 36, 40, and 122.",Designated,,4/24/90,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1694.pdf,1968.751855,165207.9074,estate,New York
202,Manhattan,642,12,110-112 Horatio Street,1006420012,F. W. Devoe & Co. Factory,LP-02308,"Borough of Manhattan, Tax Map Block 642, Lot 12.",Designated,,10/28/08,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2308.pdf,279.1702859,4479.208137,factory,New York
117,Manhattan,27,7502,20 Exchange Place,1000277502,City Bank-Farmers Trust Company Building,LP-01941,"Borough of Manhattan Tax Map Block 27, Lot 27.",Designated,,6/25/96,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1941.pdf,682.819169,26353.68877,farm,New York
371,Manhattan,1017,48,223-236 West 46th Street,1010170048,Forty-Sixth Street Theater,LP-01333,"Borough of Manhattan Tax Map Block 1017, Lot 48.",Designated,now the Richard Rodgers Theater,11/17/87,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1333.pdf,437.7028446,11925.48615,fort,New York
1199,Manhattan,1,10,Andes Road,1000010010,Fort Columbus,LP-00543,"Borough of Manhattan Tax Map Block 1, Lot 10 in part, consisting of the land on which the described improvement is situated.",Designated,designated as Fort Jay,9/19/67,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0543.pdf,2358.068914,296892.7232,fort,New York
127,Manhattan,996,21,113-123 West 43rd Street,1009960021,Town Hall,LP-01011,"Borough of Manhattan Tax Map Block 996, Lot 21.",Designated,,11/28/78,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1011.pdf,455.4811402,12830.10938,hall,New York
153,Manhattan,153,24,31 Chambers Street,1001530024,Hall of Records,LP-00082,"Borough of Manhattan Tax Map Block 153, Lot 24.",Designated,now Surrogate's Court-Hall of Records,2/15/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0082.pdf,708.0341128,31027.18207,hall,New York
187,Manhattan,541,18,51-54 Washington Square South,1005410018,Judson Hall,LP-00230,"Borough of Manhattan Tax Map Block 541, Lot 18.",Designated,,5/17/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0230.pdf,432.5872574,10718.19023,hall,New York
299,Manhattan,122,1,City Hall Park,1001220001,City Hall,LP-00080,"Borough of Manhattan Tax Map Block 122, Lot 1.",Designated,,2/1/66,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0080.pdf,2679.765811,410762.8491,hall,New York
342,Manhattan,556,68,119-125 East 11th Street,1005560068,Webster Hall and Annex,LP-02273,"Borough of Manhattan Tax Map Block 556, Lot 68.",Designated,,3/18/08,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2273.pdf,380.2176192,9007.837518,hall,New York
446,Manhattan,873,34,190 Third Avenue,1008730034,Scheffel Hall,LP-01959,"Borough of Manhattan Tax Map Block 873, Lot 34.",Designated,,6/24/97,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1959.pdf,251.6041572,2375.193977,hall,New York
465,Manhattan,872,78,100-102 East 17th Street,1008720078,Tammany Hall,LP-02490,"Borough of Manhattan Tax Map Block 872, Lot 78",Designated,,10/29/13,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2490.pdf,496.9968209,13370.00449,hall,New York
